# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1726536242
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-29.8173,0.988503,0.122056,2,5,0,30.2909,-0.308125
-30.1686,0.924591,0.21121,1,1,0,30.2262,-0.372531
-31.1137,0.644316,0.304924,1,1,0,31.5193,-0.500579
-30.087,1,0.206935,1,1,0,30.9161,-0.358841
-30.1091,0.995183,0.36272,2,3,0,30.1341,-0.362613
-29.4082,1,0.622161,1,1,0,29.9853,-0.197736
-29.4082,3.71738e-33,1.07146,1,2,1,29.4295,-0.197736
-30.0791,0.955482,0.137471,2,3,0,30.0941,-0.357477
-30.0052,1,0.21182,1,1,0,30.2151,-0.344439
-30.1609,0.549317,0.363157,2,3,0,30.6903,-0.371254
-29.2412,0.975156,0.197467,1,3,0,30.3539,-0.0824059
-29.5046,0.87699,0.315623,1,1,0,29.5056,-0.230635
-29.4411,1,0.392221,1,1,0,29.6276,-0.209829
-29.4411,0.000747448,0.658672,1,1,0,29.4573,-0.209829
-29.4543,0.999413,0.09427,1,1,0,29.4584,-0.2144
-30.6276,0.905889,0.158485,2,3,0,30.7192,-0.440255
-29.7182,1,0.210857,2,3,0,30.427,-0.286563
-29.2556,1,0.350371,1,1,0,29.4675,-0.108335
-29.2556,0.063544,0.578089,1,1,0,29.6343,-0.108335
-29.3377,0.992133,0.102666,1,3,0,29.4478,-0.166989
-29.7919,0.86845,0.166492,2,3,0,30.7735,-0.302791
-29.6087,1,0.200793,1,1,0,29.7885,-0.259923
-29.2396,1,0.328004,1,1,0,29.4122,-0.0747276
-29.2396,0.0127202,0.532357,1,1,0,29.7576,-0.0747276
-29.2466,0.999784,0.0889546,2,7,0,29.2493,-0.0951441
-29.3542,0.984999,0.144577,1,3,0,29.4331,-0.175007
-29.4005,0.996087,0.225824,2,3,0,29.4204,-0.194753
-29.4005,0.00668265,0.359623,1,1,0,32.7162,-0.194753
-29.3018,0.999283,0.0620764,3,11,0,29.5033,0.0114573
-29.2424,0.999764,0.0997546,2,7,0,29.3137,-0.0494473
-29.4568,0.963899,0.159543,2,5,0,29.6219,0.0798098
-29.8784,0.89052,0.23447,1,1,0,29.8888,0.185075
-29.6945,1,0.292138,2,3,0,29.8562,-0.281082
-29.7812,0.555921,0.460611,1,3,0,29.7866,0.165063
-29.2991,1,0.276554,1,1,0,29.6002,0.00974561
-29.2391,1,0.433843,1,1,0,29.2548,-0.0684061
-29.2391,0.0415547,0.677101,1,1,0,29.3923,-0.0684061
-29.3197,0.984353,0.137034,1,3,0,29.4585,-0.157469
-29.4793,0.923709,0.207169,2,3,0,29.9438,0.0872495
-29.2913,0.936227,0.274437,2,3,0,29.7738,0.00456371
-29.2729,1,0.372028,1,1,0,29.3053,-0.00952842
-29.2729,7.10955e-15,0.573967,1,1,0,31.7333,-0.00952842
-29.266,0.999354,0.111269,2,5,0,29.3015,-0.119575
-29.2603,0.999997,0.171712,3,7,0,29.2667,-0.113802
-29.3608,0.978005,0.264124,2,3,0,29.399,0.0425801
-29.453,0.955168,0.386724,1,3,0,29.4578,-0.213958
-29.2803,1,0.538483,1,1,0,29.4045,-0.131943
-29.2803,0.00586042,0.817987,1,1,0,29.2811,-0.131943
-29.2803,0.766825,0.168219,2,3,0,31.732,-0.131943
-29.5483,0.955393,0.160628,3,7,0,29.9289,-0.243514
-29.4288,0.948868,0.223203,2,3,0,30.0238,-0.205442
-29.3735,1,0.305179,1,1,0,29.464,-0.183629
-29.2401,1,0.460034,1,1,0,29.2659,-0.0576177
-29.2401,5.9435e-07,0.690723,1,1,0,29.9328,-0.0576177
-29.2804,0.986033,0.146975,3,7,0,29.4859,-0.00344356
-29.2804,0.5513,0.215075,1,3,0,31.8788,-0.00344356
-29.2963,0.998544,0.135396,1,1,0,29.2965,0.00790857
-29.2413,0.999154,0.202292,1,3,0,29.2958,-0.052789
-29.3101,0.97687,0.301466,2,3,0,29.3185,0.0165615
-30.6945,0.279541,0.42901,1,1,0,31.1405,0.31369
-30.4209,1,0.162066,1,1,0,30.7329,0.275969
-31.3519,0.763314,0.240809,1,1,0,31.5479,0.391824
-29.2756,1,0.228451,1,3,0,31.0525,-0.00728017
-29.3033,0.977807,0.337727,2,3,0,29.3259,0.0124151
-29.3143,0.763921,0.477394,1,3,0,29.3164,-0.154457
-29.8247,0.593141,0.452301,1,1,0,29.8925,0.174226
-29.5194,1,0.312637,1,1,0,29.8098,0.0996702
-29.5194,0.000343342,0.458416,1,1,0,30.6928,0.0996702
-30.6236,0.901559,0.107195,1,3,0,31.7634,0.304282
-29.4119,0.995131,0.131474,3,7,0,30.8999,-0.199167
-29.4119,6.74798e-05,3.05317,1,1,0,30.3223,-0.199167
-29.4119,3.00093e-97,7.13022,1,1,0,29.4166,-0.199167
-29.3756,1,0.703061,1,1,0,29.4098,-0.18452
-29.4244,0.996448,0.732255,1,1,0,29.4244,-0.203822
-30.047,0.769493,0.980433,1,3,0,32.3404,0.216447
-30.3625,0.97485,0.77083,1,1,0,30.3628,0.267375
-29.261,0.717755,1.19222,2,3,0,33.5645,-0.114556
-29.2454,0.993899,0.874616,1,3,0,29.3525,-0.0426102
-29.3725,0.966316,1.55441,2,3,0,29.4369,-0.183201
-29.3725,0.320346,2.59065,1,1,0,29.5822,-0.183201
-29.3522,1,0.566478,1,1,0,29.3717,-0.174063
-29.5246,0.901952,1.07031,1,3,0,30.3217,0.101232
-29.2485,1,1.49048,1,3,0,29.4522,-0.037026
-29.3058,0.939605,2.82779,1,1,0,29.3427,0.0139723
-29.3058,0.0428338,4.42759,1,1,0,29.7751,0.0139723
-29.2411,0.994512,0.429144,2,7,0,29.7047,-0.0534112
-30.1076,0.945304,0.804189,2,5,0,30.1952,0.226924
-29.3441,0.996484,1.28759,1,3,0,29.9749,0.0347481
-29.3441,0.301458,2.39354,1,1,0,30.0318,0.0347481
-29.5751,0.995778,0.545812,3,7,0,29.5915,0.115559
-30.2297,0.946092,1.01136,3,7,0,30.4786,0.246943
-29.4411,1,1.60272,1,1,0,29.9704,0.0743933
-30.1295,0.442305,2.95328,1,1,0,30.2796,-0.36605
-29.7922,1,1.06517,1,1,0,30.091,-0.302853
-29.8264,0.994164,1.95058,2,3,0,29.8724,0.174572
-29.8264,1.57865e-13,3.4777,1,1,0,30.8173,0.174572
-29.6181,0.997788,0.367386,1,3,0,30.0275,0.126921
-29.3028,0.998426,0.664798,3,7,0,29.7313,-0.147531
-29.2699,1,1.19325,2,3,0,29.297,-0.123267
-29.2699,0.421544,2.1302,1,1,0,29.8116,-0.123267
-29.4182,0.988045,0.772563,2,7,0,29.5169,-0.201535
-29.2422,0.994245,1.3272,1,3,0,29.4559,-0.0501006
-29.5005,0.830847,2.29789,1,1,0,29.5274,0.0939251
-29.8331,0.745672,2.54822,1,1,0,29.8348,-0.311391
-29.2433,1,2.25094,1,1,0,29.4455,-0.0471337
-29.2433,0.198883,3.88819,1,1,0,29.3883,-0.0471337
-29.6004,0.922019,0.82367,1,3,0,30.437,-0.257753
-29.5136,1,1.16177,1,1,0,29.6125,-0.233372
-29.2845,1,1.99129,1,1,0,29.42,-0.13507
-29.2845,7.36223e-05,3.38492,1,1,0,29.9472,-0.13507
-29.2631,0.996071,0.454839,3,9,0,29.5419,-0.0187086
-29.392,0.9887,0.767802,2,5,0,29.5022,-0.191354
-29.392,0.990299,1.2626,1,1,0,29.4495,-0.191354
-29.3542,1,2.06924,2,3,0,29.3738,0.0395571
-29.3542,0.247981,3.44815,1,1,0,29.826,0.0395571
-29.2436,0.994668,0.910946,2,5,0,29.4262,-0.046333
-29.6707,0.889501,1.4961,1,3,0,29.7576,-0.27543
-29.6233,0.963742,1.89465,2,3,0,29.9276,0.128255
-29.2497,1,2.85548,1,1,0,29.3049,-0.100292
-29.2497,0.0146533,4.66383,1,1,0,29.2904,-0.100292
-29.2497,0.00714665,2.96717,1,1,0,30.5871,-0.100292
-29.2497,0.000113156,7.01916,1,1,0,29.2517,-0.100292
-29.3003,0.995092,0.69494,1,3,0,29.3623,-0.145944
-29.2855,0.999853,0.715975,2,3,0,29.3076,-0.13584
-29.2921,0.999764,0.96843,2,3,0,29.2949,-0.140518
-29.2394,1,1.51382,1,3,0,29.2862,-0.0734948
-29.6931,0.708341,2.57727,1,1,0,29.7294,0.145303
-29.936,0.969415,1.8606,2,3,0,29.965,-0.33165
-29.3858,1,3.0851,1,1,0,29.4196,0.0534049
-29.3858,1.79473e-53,5.73861,1,1,0,30.0591,0.0534049
-29.3143,0.999358,0.456172,4,15,0,29.5113,-0.154462
-29.2511,0.99842,0.86033,2,7,0,29.3579,-0.0330762
-29.5483,0.77518,1.6243,2,3,0,30.5683,-0.243524
-29.3518,1,1.52212,1,1,0,29.5015,-0.173884
-29.3518,0.000176666,2.88643,1,1,0,31.2987,-0.173884
-29.3442,0.999814,0.245748,3,7,0,29.395,-0.170211
-29.2769,0.999933,0.469809,2,5,0,29.3543,-0.12925
-29.256,0.999953,0.892146,2,3,0,29.2793,-0.108874
-29.278,0.997636,1.68036,2,3,0,29.2809,-0.130133
-29.278,2.59851e-06,3.11483,1,1,0,31.5384,-0.130133
-29.5973,0.997411,0.292167,3,15,0,29.8013,0.121502
-29.8338,0.990396,0.544353,1,3,0,29.9406,0.176087
-30.1533,0.991818,0.983918,3,7,0,30.2042,-0.370007
-32.1803,0.483991,1.76881,1,1,0,32.334,-0.609911
-30.4519,0.990983,0.728853,3,7,0,32.9658,-0.415885
-29.7717,0.988182,1.29827,2,7,0,30.5021,0.163024
-29.2814,1,2.27229,1,1,0,29.5305,-0.00264682
-29.2874,0.988779,4.0729,1,1,0,29.376,0.00176905
-29.2874,2.22353e-25,7.0068,1,1,0,29.3264,0.00176905
-34.7025,0.816648,0.778566,3,7,0,36.0653,-0.806683
-34.6654,1,0.839982,1,1,0,35.1222,-0.804167
-29.3616,1,1.48926,2,3,0,34.0528,0.0429304
-30.1099,0.556597,2.61569,1,1,0,30.1201,-0.362748
-30.7304,0.871442,1.39219,1,1,0,30.8029,-0.453794
-29.6836,1,1.72427,1,1,0,30.4304,-0.278499
-29.6836,0.14202,2.98407,1,1,0,29.8584,-0.278499
-29.4143,0.993845,0.546008,1,3,0,29.9751,-0.200077
-29.4319,0.998264,0.93025,1,1,0,29.4431,-0.206544
-29.331,1,1.58973,1,1,0,29.4148,-0.163566
-29.331,1.25834e-06,2.70638,1,1,0,33.7119,-0.163566
-29.3367,0.999913,0.364129,1,1,0,29.3367,-0.16651
-29.5947,0.989057,0.62153,2,5,0,29.8446,0.120807
-29.24,0.975625,1.02435,2,5,0,29.9237,-0.0580226
-29.4063,0.955839,1.62103,1,3,0,29.4374,-0.196989
-29.2405,1,2.42728,1,1,0,29.3065,-0.0796588
-29.332,0.843981,4.02444,1,1,0,29.4325,-0.164104
-29.332,3.54924e-09,4.53994,1,1,0,29.6585,-0.164104
-29.8444,0.951431,0.671336,1,3,0,30.5928,-0.313697
-29.2682,0.979747,0.989267,1,3,0,30.1985,-0.121699
-29.3368,0.911465,1.55073,2,3,0,29.8048,0.0311234
-30.7556,0.50315,2.05685,1,1,0,30.7943,0.321615
-30.6788,1,1.04472,1,1,0,30.8985,0.311629
-30.3793,1,1.70034,1,1,0,30.9108,0.269872
-29.8601,1,2.74977,1,3,0,29.9301,-0.316869
-29.8601,0.000274657,4.41928,1,1,0,32.4436,-0.316869
-29.8879,0.998351,0.721151,1,1,0,29.9137,-0.322371
-29.2399,0.962553,1.15729,2,3,0,30.4131,-0.0583308
-30.8411,0.654895,1.70307,1,3,0,30.9591,0.332435
-30.5019,1,1.25213,1,1,0,30.9161,0.287556
-29.5005,1,1.99217,2,3,0,30.1389,0.0939309
-29.5005,0.245272,3.15178,1,1,0,29.5726,0.0939309
-29.5807,0.864739,0.942482,1,3,0,31.9281,-0.252497
-30.4167,0.933301,1.10794,3,7,0,30.6746,-0.410797
-29.7892,1,1.50888,1,1,0,30.3005,-0.302203
-30.0081,0.867517,2.36511,1,3,0,30.1042,0.209531
-29.2441,1,2.77398,1,1,0,29.4903,-0.0451796
-29.277,0.600581,4.31081,1,3,0,29.3142,-0.129322
-29.277,0.127119,2.85146,1,1,0,30.0258,-0.129322
-29.2647,0.995771,0.696227,3,7,0,29.4549,-0.118346
-29.2531,0.991058,1.07248,1,3,0,29.3692,-0.0303143
-30.2282,0.781561,1.62812,1,3,0,30.2896,0.246714
-29.2428,0.947886,1.59121,2,3,0,30.5474,-0.0483458
-29.4865,0.874345,2.19451,1,1,0,29.4922,0.0895393
-29.3325,1,2.59241,1,3,0,29.3686,-0.164369
-29.3325,1.21889e-06,3.95429,1,1,0,29.8843,-0.164369
-29.5297,0.991373,0.782656,3,7,0,29.676,0.102723
-29.2452,0.957116,1.17506,2,3,0,29.9946,-0.0429181
-29.2452,0.793552,1.63959,1,3,0,29.989,-0.0429181
-29.2452,0.411468,1.64194,1,3,0,31.9573,-0.0429181
-29.3355,0.977536,0.7665,2,5,0,29.7838,-0.165889
-29.867,0.847848,1.11045,2,3,0,30.9901,-0.318234
-29.6173,1,1.2402,2,3,0,29.8377,-0.262145
-29.434,0.899106,1.86669,2,3,0,30.1109,-0.207298
-29.4805,0.972292,2.29663,1,1,0,29.6028,-0.223074
-29.4805,0.475112,3.25254,1,1,0,29.4912,-0.223074
-29.2391,0.999378,1.74915,1,3,0,29.4135,-0.064869
-29.2391,0.125201,2.60489,1,1,0,30.106,-0.064869
-29.2567,0.999078,0.719469,2,7,0,29.266,-0.109714
-29.2424,0.996417,1.07116,1,3,0,29.3011,-0.0493842
-29.5216,0.946189,1.58091,2,3,0,29.6143,-0.235753
-29.5216,0.334706,2.11369,1,1,0,30.7249,-0.235753
-29.5456,0.997835,0.887954,1,1,0,29.5623,-0.24275
-30.3955,0.729926,1.30813,1,3,0,32.2582,0.272266
-30.3038,0.997423,1.16292,3,7,0,30.5298,-0.393941
-31.135,0.919563,1.70399,2,3,0,31.1371,0.367596
-29.789,1,2.1536,2,3,0,30.5367,0.16673
-29.789,6.09052e-08,3.15183,1,1,0,31.7027,0.16673
-29.9438,0.975197,0.72955,2,3,0,30.3792,0.197688
-29.8658,1,1.02151,1,1,0,29.9833,0.182574
-30.4145,0.749683,1.49233,1,3,0,32.1322,-0.410475
-29.2754,1,1.37865,1,1,0,29.9097,-0.127954
-29.2754,0,19.8326,0,1,1,29.276,-0.127954
-29.2754,8.02564e-06,3.35174,1,1,0,29.4371,-0.127954
-29.3845,0.996363,0.330597,3,7,0,29.5014,-0.188279
-29.2411,1,0.44253,3,7,0,29.3781,-0.0535609
-29.2741,0.99734,0.691737,2,3,0,29.2742,-0.00853181
-29.2437,1,1.1676,1,1,0,29.2644,-0.046259
-29.9655,0.477857,2.08867,1,1,0,30.1904,0.20174
-30.3874,0.98218,0.745211,2,3,0,30.3943,0.271069
-30.9671,0.931002,1.30618,2,3,0,31.0415,-0.483309
-30.9671,0.563357,1.97013,1,1,0,32.8441,-0.483309
-30.8735,1,0.935031,2,7,0,30.9558,0.336466
-31.1494,0.886704,1.76961,1,3,0,31.2848,-0.504686
-29.7235,1,2.34357,1,1,0,29.7393,0.152324
-30.2458,0.0459211,4.41502,1,2,1,33.3006,-0.384936
-30.3366,0.983491,0.429886,2,3,0,30.8269,-0.398922
-30.3592,0.99682,0.774434,1,1,0,30.5056,-0.402322
-29.2615,1,1.44311,2,3,0,29.8311,-0.115019
-29.2615,0.492559,2.69232,1,1,0,29.275,-0.115019
-29.2443,1,1.08253,1,1,0,29.2568,-0.0906137
-29.6997,0.650492,2.00672,1,1,0,29.7743,0.146851
-29.2627,1,1.31074,1,1,0,29.5239,-0.0191047
-29.3305,0.912224,2.40316,1,1,0,29.4135,0.0279041
-29.3305,1.63561e-26,3.37986,1,1,0,30.4092,0.0279041
-30.0939,0.984603,0.341105,3,7,0,30.2387,0.224582
-32.2218,0.945989,0.596583,3,7,0,32.3647,-0.613728
-29.2466,1,0.926617,2,3,0,31.9167,-0.095078
-29.2395,1,1.66273,1,1,0,29.2428,-0.0743992
-29.2395,0.012511,2.95451,1,1,0,29.5249,-0.0743992
-29.2441,0.999706,0.34011,2,7,0,29.2596,-0.0451809
-29.7552,0.964831,0.606094,3,7,0,30.1467,-0.294845
-29.9347,0.960918,0.973143,1,1,0,30.0078,-0.331402
-30.3524,0.904222,1.53412,2,3,0,30.4812,-0.401303
-30.3524,0.385972,2.06316,1,1,0,30.3898,-0.401303
-30.8831,0.940982,0.699169,1,1,0,30.8928,-0.47308
-29.8844,1,1.0372,1,1,0,30.6591,-0.321697
-29.8844,0.160356,1.78355,1,1,0,30.5091,-0.321697
-29.9146,0.999153,0.346058,1,1,0,29.9214,-0.327567
-29.3068,0.991134,0.593754,2,5,0,30.2339,0.0145581
-29.5601,0.970909,0.989868,2,7,0,29.5606,-0.246833
-29.5601,0.194989,1.55579,1,1,0,31.0933,-0.246833
-29.7309,0.996212,0.346105,2,3,0,29.7318,-0.28944
-29.6291,0.976956,0.57991,2,3,0,30.21,-0.265149
-29.9693,0.97826,0.91942,2,3,0,29.9842,-0.337876
-29.986,0.99725,1.45259,2,3,0,30.0926,0.205521
-29.7726,0.365206,2.388,1,3,0,29.7966,-0.298635
-29.2806,0.935788,0.843288,1,3,0,30.4053,-0.00332263
-29.363,0.972908,1.19188,1,1,0,29.3686,0.0435817
-29.363,0.487218,1.83192,1,1,0,29.8364,0.0435817
-29.3749,0.997824,0.884102,1,1,0,29.3941,0.0487967
-30.5507,0.694537,1.43541,2,3,0,30.6731,0.294361
-29.9422,1,1.13821,1,1,0,30.4905,0.197389
-30.0309,0.977281,1.84223,1,3,0,30.0615,-0.349048
-30.0309,1.19682e-10,2.81143,1,1,0,30.2294,-0.349048
-30.2035,0.997252,0.45236,2,3,0,30.2035,-0.378186
-29.8842,1,0.724983,1,1,0,30.1722,-0.321653
-29.3246,0.850181,1.16219,2,3,0,30.844,-0.160175
-30.7594,0.555745,1.32135,1,1,0,30.7623,-0.457532
-30.5261,1,0.775571,1,1,0,30.8366,-0.426381
-30.9051,0.873848,1.23182,1,1,0,31.3134,-0.475784
-30.9906,0.985839,1.47158,2,3,0,31.5069,0.350688
-29.2465,1,2.24432,1,1,0,29.6861,-0.0404032
-29.2465,0.00255685,3.51292,1,1,0,29.3373,-0.0404032
-29.6714,0.932424,0.625148,1,3,0,30.2253,0.140154
-29.5996,0.999555,0.847244,3,7,0,29.6807,-0.257538
-29.5003,1,1.32186,1,1,0,29.6579,-0.229306
-30.1007,0.552135,2.0539,1,1,0,30.1406,0.22575
-29.9925,0.498135,1.22545,2,3,0,34.3361,0.206706
-29.8579,0.994873,0.655935,2,5,0,30.211,-0.316427
-29.8394,0.860213,1.00464,1,3,0,31.3471,0.177237
-29.2682,0.978385,1.15563,1,3,0,29.8297,-0.121713
-30.7629,0.364388,1.69716,1,1,0,30.7883,0.322543
-30.0443,0.994651,0.696594,3,7,0,31.0505,-0.351417
-29.3918,1,1.05628,1,3,0,29.8749,-0.191267
-29.7006,0.797464,1.61227,2,3,0,29.8072,0.14707
-29.5239,1,1.62164,2,3,0,29.6012,-0.236443
-29.3058,1,2.45899,1,1,0,29.3064,0.013925
-29.3058,7.77298e-77,3.71299,1,1,0,32.0486,0.013925
-29.2533,0.985039,0.750192,1,3,0,29.4803,-0.105483
-29.2713,0.994894,1.10128,1,1,0,29.2729,-0.12451
-29.935,0.65716,1.64241,1,1,0,29.9985,-0.331462
-30.2003,0.969081,1.25094,2,3,0,30.2004,0.242243
-29.2715,1,1.76511,1,1,0,29.547,-0.124653
-29.2715,0.455774,2.63743,1,1,0,29.2862,-0.124653
-29.2779,0.997254,1.35841,1,1,0,29.2915,-0.129981
-29.2779,0.0179951,2.01368,1,1,0,30.6,-0.129981
-29.2975,0.994501,0.448432,2,7,0,29.4976,0.0087369
-29.7011,0.872545,0.662141,1,3,0,31.1872,-0.282604
-29.5688,1,0.771334,3,7,0,29.6953,-0.249265
-29.4451,1,1.14395,2,3,0,29.5747,-0.211208
-29.446,0.978186,1.69054,1,3,0,29.4793,0.0760887
-30.4224,0.270656,2.38908,1,1,0,31.3925,0.276193
-30.0778,1,0.889616,2,3,0,30.4308,0.221821
-30.7583,0.920235,1.30924,2,3,0,30.9575,-0.457388
-29.2599,1,1.65492,1,1,0,29.8125,-0.0220912
-29.2599,0.204993,2.42083,1,1,0,29.3856,-0.0220912
-29.2631,0.989456,0.811804,1,3,0,29.3655,-0.116776
-30.0631,0.816281,1.16436,1,3,0,30.0873,-0.35471
-29.7988,1,1.21205,1,1,0,30.1295,-0.304241
-30.3914,0.648965,1.76384,1,1,0,30.9192,-0.407098
-30.3914,0.905063,1.35163,1,1,0,31.0024,-0.407098
-29.8002,1,1.65037,1,1,0,30.4429,-0.304551
-29.8002,8.50998e-07,2.38753,1,1,0,33.7111,-0.304551
-29.6931,0.996331,0.571364,2,3,0,29.9302,-0.280739
-30.6577,0.885979,0.822157,2,3,0,31.1379,-0.444276
-30.0874,1,0.969001,1,1,0,30.6057,-0.35891
-29.2492,1,1.39643,1,1,0,29.7044,-0.0995457
-29.2492,0.0134369,2.00661,1,1,0,30.5638,-0.0995457
-29.3009,0.994745,0.505814,1,3,0,29.359,-0.146322
-29.6313,0.885542,0.720914,1,3,0,30.7014,0.13028
-29.8371,0.950721,0.846616,2,3,0,30.2721,0.176765
-29.6007,1,1.11235,1,1,0,29.8345,0.122409
-30.2308,0.591234,1.58862,2,3,0,30.5663,-0.382554
-29.2578,1,1.11632,1,3,0,30.0121,-0.110965
-29.2578,0.109886,1.58999,1,1,0,30.7954,-0.110965
-29.493,0.972672,0.490429,1,3,0,29.9197,-0.227029
-29.7316,0.922184,0.66687,3,7,0,31.2505,0.154149
-29.6054,1,0.830186,1,1,0,29.7375,0.123646
-29.2393,0.880072,1.17753,2,3,0,30.2721,-0.0724731
-29.2421,0.998789,1.36015,1,1,0,29.2421,-0.085087
-29.3223,0.933225,1.91706,1,1,0,29.3291,0.0234784
-29.3243,0.997284,2.4144,1,1,0,29.4397,0.0245623
-29.3243,0.122122,3.37934,1,1,0,29.7779,0.0245623
-30.2485,0.873087,1.09638,2,3,0,30.3757,-0.385357
-30.2485,0.541558,1.2488,1,1,0,31.5301,-0.385357
-29.5057,0.988301,0.820626,2,3,0,30.4161,-0.230957
-29.2433,0.823802,1.13056,2,3,0,30.5859,-0.0470319
-29.268,0.991891,1.18565,1,1,0,29.2681,-0.0138988
-29.7381,0.744137,1.63745,1,1,0,29.7874,0.155611
-31.4211,0.408935,1.5052,1,1,0,31.7214,0.399292
-30.7896,1,0.801929,1,1,0,31.4015,0.325953
-34.8469,0.30319,1.11996,1,1,0,34.9089,0.68095
-33.8181,1,0.505374,2,3,0,34.7981,0.608803
-29.256,1,0.705281,2,5,0,33.3411,-0.0265976
-29.7158,0.928453,0.98212,2,3,0,29.868,0.150579
-29.9676,0.916292,1.21685,1,1,0,30.1005,0.202129
-29.2447,1,1.47663,1,1,0,29.6024,-0.0439316
-29.2646,0.980665,2.04482,1,1,0,29.278,-0.0171607
-29.2646,0.568013,2.74039,1,1,0,29.2695,-0.0171607
-29.2646,0.0319338,1.90792,1,1,0,30.324,-0.0171607
-29.2393,0.997732,0.571453,1,3,0,29.31,-0.0629594
-29.7144,0.911034,0.787589,2,3,0,30.132,0.150249
-30.2462,0.894486,0.945617,1,1,0,30.2598,0.249552
-30.1366,1,1.1051,1,1,0,30.4496,0.231802
-30.3548,0.962792,1.52084,2,3,0,30.4957,-0.401667
-29.2455,1,1.97157,1,1,0,29.5144,-0.0422926
-29.2455,0.00813784,2.70329,1,1,0,29.7572,-0.0422926
-29.2469,0.997,0.799536,3,7,0,29.2805,-0.0956137
-29.3515,0.969232,1.09205,1,3,0,29.4013,0.0383033
-29.3669,0.997564,1.42668,2,3,0,29.3941,-0.18075
-30.9846,0.238658,1.94339,1,1,0,31.1081,0.349975
-29.257,0.947159,0.829643,1,3,0,31.6025,-0.0254213
-31.1809,0.633524,1.04639,1,3,0,31.4691,0.372831
-33.0886,0.740866,0.818799,1,1,0,33.0924,0.552577
-31.9583,1,0.754767,1,1,0,33.0211,0.453615
-32.0691,0.972856,1.02913,1,1,0,32.7171,0.464131
-30.3235,1,1.34468,1,1,0,31.6929,0.261503
-30.4035,0.979763,1.82725,1,3,0,30.4627,-0.408864
-29.5682,1,2.40476,1,1,0,30.3515,-0.249092
-29.5682,0.0022714,3.25681,1,3,1,29.6251,-0.249092
-29.887,0.928293,0.997611,1,1,0,29.9094,-0.322204
-29.887,0.200829,1.21557,1,3,0,34.1306,-0.322204
-29.5462,0.965396,0.504129,3,7,0,31.4818,0.107498
-29.3207,0.932823,0.649329,3,7,0,31.1914,0.0226175
-30.3351,0.898126,0.796087,3,7,0,30.634,-0.398702
