# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1726536242
# chain_id=2
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-30.6305,0.965938,0.0964557,3,7,0,30.7038,0.305207
-29.2888,0.993658,0.141797,3,7,0,30.9241,0.00280572
-29.4787,0.982768,0.220261,2,3,0,29.4787,-0.222477
-29.4796,0.999825,0.332588,2,3,0,29.5353,-0.222783
-29.7081,0.73566,0.518321,1,1,0,30.2123,-0.284226
-29.518,1,0.459792,1,1,0,29.5201,0.09924
-29.518,0.0648388,0.711994,1,3,1,29.6573,0.09924
-29.245,0.966805,0.155176,2,5,0,29.9596,-0.0921595
-29.245,0.639334,0.224471,1,3,0,31.0558,-0.0921595
-29.2782,0.988414,0.164222,1,3,0,29.3693,-0.00517266
-29.2912,0.996045,0.247284,1,1,0,29.3009,0.00443924
-29.4996,0.862563,0.376592,1,1,0,29.5684,0.093638
-29.6415,0.87425,0.435024,1,1,0,29.6423,-0.268276
-29.6415,0.300455,0.513783,1,1,0,30.547,-0.268276
-29.6808,0.992905,0.190372,1,1,0,29.742,-0.277834
-30.6119,0.680276,0.28596,2,3,0,31.4644,0.302713
-30.3389,1,0.22911,1,1,0,30.7711,0.263838
-31.9556,0.377064,0.347276,1,1,0,32.7553,0.453353
-29.4645,1,0.152897,3,7,0,31.8075,-0.217831
-30.1365,0.835469,0.231243,1,1,0,30.1376,-0.367218
-29.2475,0.951666,0.252349,2,3,0,30.4003,-0.0386556
-29.2494,0.999622,0.345104,2,3,0,29.2494,-0.0998914
-29.2494,0.0734587,0.516446,1,1,0,29.7127,-0.0998914
-29.4907,0.990307,0.128633,3,7,0,29.5255,-0.226311
-29.5731,0.985356,0.18921,1,1,0,29.5969,-0.250434
-29.3426,1,0.274703,2,3,0,29.5823,0.0340015
-30.271,0.460334,0.408712,1,1,0,30.3098,-0.38887
-29.6372,1,0.217626,1,1,0,30.1306,-0.267203
-29.8309,0.510413,0.322944,2,3,0,30.9945,0.175499
-29.2407,0.981086,0.190162,1,3,0,30.0045,-0.0548924
-29.2407,0.964056,0.271557,1,3,0,29.3268,-0.0548924
-29.2407,0.00789787,0.374495,1,1,0,31.7309,-0.0548924
-29.3534,0.986724,0.0872727,2,7,0,29.8381,0.0391844
-29.2619,0.999826,0.125751,2,5,0,29.3563,-0.115496
-29.2446,0.999627,0.185035,2,3,0,29.2665,-0.0911969
-30.436,0.72512,0.271273,1,3,0,30.5254,0.278167
-29.5124,1,0.240165,2,3,0,30.2087,-0.233017
-29.5124,0.00270051,2.80648,1,1,0,31.0386,-0.233017
-29.5124,1.59477e-240,6.58557,1,3,1,29.5431,-0.233017
-32.089,0.882354,0.650279,2,7,0,32.0964,-0.601436
-32.4026,0.994717,0.49542,2,3,0,32.443,-0.630028
-31.6761,1,0.645607,1,1,0,32.3633,-0.561255
-29.4465,0.978325,0.994655,1,3,0,31.4807,-0.211695
-29.4465,0.908242,1.56916,1,1,0,29.6463,-0.211695
-29.5106,0.981081,2.09514,1,3,0,29.5108,0.0970197
-29.2604,1,3.60981,1,1,0,29.3858,-0.0215596
-29.2604,5.02566e-43,6.72153,1,1,0,30.1628,-0.0215596
-29.3224,0.993826,0.534465,2,5,0,29.4493,-0.158982
-29.2584,0.99996,0.990289,2,7,0,29.3118,-0.023791
-29.2584,0.0236283,1.87765,1,1,0,30.9146,-0.023791
-29.311,0.998921,0.166601,3,15,0,29.7042,-0.152526
-29.317,0.998523,0.318619,3,9,0,29.4829,0.0205228
-29.9657,0.970919,0.606275,2,7,0,29.9755,0.201776
-29.2436,1,1.05343,2,3,0,29.8773,-0.0890744
-29.4324,0.856526,1.98808,1,1,0,29.4464,0.0712838
-29.307,1,2.40851,1,1,0,29.4422,0.0147006
-29.307,0.000282527,4.48143,1,1,0,29.9748,0.0147006
-29.8395,0.984554,0.419257,2,5,0,30.0144,0.177257
-29.7322,1,0.74939,1,1,0,29.852,0.154286
-31.829,0.677386,1.38879,2,3,0,31.92,0.441073
-29.2434,1,0.99763,2,3,0,31.4613,-0.0885327
-30.2208,0.508134,1.82661,1,1,0,30.2931,-0.380968
-29.9967,1,0.812119,1,1,0,30.2317,-0.342894
-29.7502,1,1.47498,1,1,0,30.1056,-0.293754
-29.7502,0.0649578,2.65226,1,1,0,29.7552,-0.293754
-29.7819,0.999199,0.349325,1,1,0,29.7842,-0.300638
-29.2699,0.910866,0.62825,1,3,0,31.6522,-0.0121811
-29.2434,0.999962,0.878497,2,3,0,29.271,-0.0469178
-29.2409,0.399776,1.55609,2,3,0,31.5245,-0.0812555
-29.2458,0.999584,0.542137,1,3,0,29.2492,-0.0935915
-29.6186,0.93061,0.95413,1,3,0,29.7388,-0.262493
-30.1399,0.812319,1.38593,1,1,0,30.2526,-0.367783
-29.3027,1,1.4662,1,1,0,29.7789,-0.147473
-29.2749,0.54522,2.52848,1,3,0,29.2756,-0.00790634
-30.6236,0.6967,1.33224,1,3,0,30.6334,0.304279
-31.2207,0.957725,1.046,2,3,0,31.4043,0.377323
-30.3502,1,1.60322,2,3,0,31.0459,0.265543
-30.3502,2.3868e-05,2.7169,1,1,0,30.4217,0.265543
-30.4714,0.996546,0.370862,1,1,0,30.4719,0.283247
-29.2599,0.998242,0.624845,2,5,0,30.475,-0.0221034
-29.4449,0.966441,1.04908,1,3,0,29.4563,0.0756994
-29.6436,0.897779,1.6167,1,1,0,29.7624,0.133359
-29.6436,0.130699,2.09411,1,1,0,29.9775,0.133359
-29.2853,0.997046,0.421511,2,7,0,29.8827,-0.135668
-29.2447,0.99042,0.69708,1,3,0,29.4317,-0.0440514
-30.6722,0.704755,1.12676,1,3,0,30.9011,0.310756
-30.6722,0.968573,0.918589,1,1,0,31.0194,0.310756
-29.352,1,1.39832,2,3,0,29.951,0.0385154
-29.352,0,20.1155,0,1,1,29.4487,0.0385154
-29.352,7.01529e-06,3.39954,1,1,0,29.353,0.0385154
-29.4325,0.996662,0.33531,1,3,0,29.4787,0.0713308
-29.3711,0.985285,0.449224,2,5,0,29.9634,-0.182614
-29.4886,0.90685,0.672084,1,3,0,30.5642,0.0902108
-29.8581,0.838195,0.858901,1,3,0,30.9805,-0.316463
-30.7722,0.80423,0.923588,1,1,0,30.7925,-0.459178
-29.2787,0.935741,0.911715,1,3,0,31.2253,-0.00481479
-29.521,0.908944,1.3813,2,3,0,29.5467,0.100163
-29.4888,1,1.94317,1,1,0,29.7681,0.090274
-29.4888,2.44307e-55,3.66306,1,1,0,29.9277,0.090274
-29.3073,0.983307,0.296113,2,7,0,30.7332,-0.150295
-29.4257,0.993355,0.535123,2,3,0,29.4334,-0.20428
-30.3367,0.745551,0.995558,1,3,0,31.0669,0.263505
-29.8535,1,0.855137,1,1,0,30.271,0.180091
-30.3014,0.722016,1.61325,1,1,0,30.8404,0.258132
-30.1271,1,1.29182,2,3,0,30.4037,-0.365645
-30.1271,3.03107e-16,2.41241,1,1,0,31.2143,-0.365645
-29.9458,0.999151,0.22087,1,3,0,30.2305,-0.333504
-29.4148,0.982309,0.413818,1,3,0,30.5281,-0.20025
-29.9065,0.803451,0.730589,1,3,0,31.5578,0.190568
-31.3096,0.838503,0.756662,2,3,0,32.0323,0.387197
-29.2861,1,0.867528,2,3,0,31.3049,0.000820653
-29.3888,0.953909,1.58087,2,3,0,29.3902,-0.190068
-29.3888,0.00193283,2.5001,1,1,0,29.5224,-0.190068
-31.1603,0.980748,0.264543,3,11,0,31.2155,-0.505923
-30.7208,0.96463,0.454579,2,3,0,32.2045,-0.452551
-29.2433,0.882833,0.740121,2,3,0,32.2966,-0.0883842
-29.2429,0.998962,0.953592,2,3,0,29.2524,-0.0480448
-29.502,0.814878,1.68158,1,1,0,29.5196,-0.229843
-29.249,1,1.78184,1,1,0,29.3471,-0.0992027
-29.249,0.167935,3.10579,1,1,0,29.3955,-0.0992027
-29.5016,0.962302,0.580807,1,3,0,29.7667,-0.229698
-35.194,0.559197,0.916111,2,3,0,35.4818,0.703773
-34.1813,1,0.497024,1,1,0,35.176,0.635114
-30.3342,0.998993,0.859727,2,7,0,33.4976,-0.398566
-29.2422,1,1.47053,1,1,0,29.7055,-0.0853787
-29.2422,0.00961645,2.50088,1,1,0,29.5606,-0.0853787
-30.1301,0.96829,0.337921,2,7,0,31.0886,-0.36615
-29.607,1,0.531941,2,3,0,30.1391,-0.259477
-29.8617,0.981305,0.900566,2,3,0,29.8955,-0.317178
-29.4687,1,1.44387,1,1,0,29.7922,-0.219228
-29.4687,0.164549,2.40777,1,1,0,29.4699,-0.219228
-29.2391,0.999152,0.511794,2,5,0,29.507,-0.0684901
-29.8722,0.925892,0.851642,2,3,0,29.9185,0.183849
-29.8354,1,1.17816,1,1,0,30.0851,0.176412
-30.3292,0.595212,1.93901,1,1,0,30.3631,-0.397814
-29.6671,1,1.20496,1,1,0,30.1895,-0.274548
-29.6671,0.0538103,1.96915,1,1,0,29.8999,-0.274548
-29.5047,0.993864,0.343667,4,15,0,30.2309,-0.230645
-29.6144,0.991243,0.554506,2,3,0,29.7022,-0.261412
-29.2446,0.982781,0.88361,1,3,0,29.7357,-0.044176
-29.6482,0.808675,1.37235,1,1,0,29.6537,0.134495
-29.6167,1,1.42085,2,3,0,29.6305,-0.261994
-29.6167,2.5124e-05,2.2752,1,1,0,30.0658,-0.261994
-29.6536,0.99855,0.375054,1,1,0,29.6565,-0.271267
-29.6766,0.997691,0.59996,1,1,0,29.7097,-0.276835
-29.3077,0.964914,0.952305,2,3,0,29.9502,-0.150561
-29.429,0.93597,1.39725,1,1,0,29.4708,-0.205513
-29.429,3.58119e-07,1.91396,1,1,0,33.9228,-0.205513
-29.6788,0.972721,0.333156,4,15,0,31.4316,-0.277358
-29.822,0.996724,0.496811,2,3,0,29.8221,-0.309092
-30.0104,0.748369,0.776878,1,3,0,32.6944,0.20994
-29.4088,0.998662,0.706389,2,3,0,30.0488,0.0625155
-29.2705,1,1.1012,2,3,0,29.4014,-0.123738
-29.2705,0.170256,1.71293,1,1,0,29.8402,-0.123738
-29.2575,0.999504,0.454279,2,5,0,29.2931,-0.0247598
-29.2395,0.997734,0.705796,3,7,0,29.2893,-0.0613363
-29.654,0.851724,1.08719,2,3,0,30.0252,-0.271365
-30.3907,0.679802,1.22814,2,3,0,31.2398,0.271551
-29.3798,0.937185,0.968848,2,3,0,30.8728,-0.186322
-29.7888,0.888991,1.30515,2,3,0,29.8493,-0.302117
-30.1664,0.766621,1.58707,1,1,0,30.6231,-0.372163
-29.2457,1,1.49893,1,1,0,29.5992,-0.0420075
-29.2457,0.0033669,2.27892,1,1,0,30.0326,-0.0420075
-29.364,0.991526,0.457395,2,7,0,29.4708,-0.179443
-29.3493,1,0.684743,1,1,0,29.3717,-0.172676
-29.3493,0.461019,1.03843,1,3,0,31.6889,-0.172676
-29.2549,0.999934,0.534423,2,7,0,29.3473,-0.0279399
-29.623,0.88405,0.807937,2,3,0,30.2632,-0.263604
-29.3115,1,0.96729,1,3,0,29.5422,-0.152793
-29.3115,0.279965,1.45242,1,1,0,30.3203,-0.152793
-30.4092,0.892784,0.529985,2,7,0,31.7257,-0.409709
-30.4782,0.992023,0.644936,1,1,0,30.5893,-0.419636
-29.245,1,0.949728,2,3,0,30.4079,-0.0433396
-29.245,0.00342262,1.41514,1,1,0,33.7549,-0.0433396
-29.2393,0.999988,0.309049,4,15,0,29.2475,-0.0632726
-29.4826,0.9641,0.461114,2,5,0,30.2279,0.0883127
-30.568,0.918741,0.640164,2,3,0,30.6378,0.296731
-30.5783,0.998085,0.813019,1,1,0,30.8205,0.298151
-30.2777,1,1.19691,1,1,0,30.8461,0.254483
-29.3189,1,1.76235,1,1,0,29.7525,0.0215881
-29.3189,0.318743,2.5861,1,1,0,29.3193,0.0215881
-29.2512,0.987941,1.06196,2,3,0,29.3799,-0.102576
-30.0641,0.590864,1.52202,1,1,0,30.0737,0.219452
-29.466,0.926686,1.04374,1,3,0,30.4502,-0.21831
-29.4886,0.598694,1.33232,2,3,0,30.5251,0.0902077
-29.332,0.965219,0.930226,1,3,0,29.7782,-0.164074
-29.7784,0.817257,1.27189,1,1,0,29.8088,-0.2999
-29.7784,0.0210492,2.65078,1,3,1,29.7959,-0.2999
-29.7784,0,6.43123,0,1,1,29.9402,-0.2999
-29.5116,0.997256,0.641348,2,3,0,29.8525,-0.232773
-30.4872,0.929566,0.667409,2,3,0,30.5596,-0.420925
-30.4694,1,0.740767,1,1,0,30.6448,-0.418394
-30.8609,0.880033,1.15096,1,1,0,31.2018,-0.47034
-29.7489,0.926181,1.35124,2,3,0,31.0795,-0.293452
-29.4786,1,1.90486,1,1,0,29.5087,0.0870123
-29.4786,0.213759,3.48172,1,1,0,30.3922,0.0870123
-29.2417,0.997544,0.541411,2,7,0,29.5532,-0.0839793
-29.2416,0.99823,1.00573,2,3,0,29.2543,-0.0516727
-29.2416,0.381671,1.8881,1,1,0,29.5778,-0.0516727
-29.2538,0.998757,0.509731,1,3,0,29.2657,-0.0293352
-29.2424,1,0.967295,2,7,0,29.2512,-0.0860209
-29.4357,0.851399,1.83774,1,1,0,29.4526,0.0724863
-29.4357,0.00110351,2.19157,1,1,0,30.1456,0.0724863
-29.5401,0.999231,0.190852,2,5,0,29.5717,0.105744
-29.5639,0.999741,0.363759,2,3,0,29.5659,0.112481
-29.5218,1,0.688883,1,1,0,29.5783,0.100377
-29.5218,0.257556,1.29413,1,1,0,31.4771,0.100377
-29.4958,0.998918,0.263265,3,7,0,29.6654,0.0924786
-29.363,1,0.492658,3,7,0,29.4951,0.043565
-29.2412,1,0.915806,2,3,0,29.3592,-0.0530391
-29.2412,0.168768,1.68539,1,1,0,30.1712,-0.0530391
-29.2882,0.990977,0.279841,3,9,0,30.1608,-0.13779
-29.3249,0.992535,0.502069,2,7,0,29.5124,0.0249025
-29.2645,0.98326,0.896015,2,7,0,29.456,-0.118098
-29.3336,0.919161,1.54295,2,3,0,29.3933,0.0294813
-29.3336,0.099062,2.20248,1,1,0,30.0509,0.0294813
-29.7252,0.993834,0.324569,3,7,0,29.7396,0.152703
-29.7725,0.965872,0.572503,2,3,0,30.3944,0.163198
-30.0175,0.949427,0.927241,1,1,0,30.0756,0.21122
-30.0091,0.490856,1.42538,2,3,0,31.837,-0.345151
-31.9463,0.734279,0.638998,2,3,0,34.1632,-0.587895
-32.0979,0.988635,0.553151,1,1,0,32.2434,-0.602262
-30.3219,1,0.936709,1,1,0,31.7215,-0.396702
-29.4122,1,1.62035,1,1,0,29.9347,-0.199249
-29.3203,0.33349,2.7789,1,3,0,29.3397,0.0224111
-29.2469,0.992201,0.853136,1,3,0,29.4096,-0.0956362
-29.2469,0.157888,1.42933,1,1,0,31.0729,-0.0956362
-29.2587,0.998255,0.287861,2,7,0,29.3999,-0.0234239
-29.388,0.986241,0.489752,1,3,0,29.5574,0.0542731
-29.4172,0.987996,0.802255,2,3,0,29.5623,0.065708
-29.543,0.982716,1.31029,2,3,0,29.6094,-0.242021
-29.543,0.166759,2.09742,1,1,0,29.6744,-0.242021
-29.4248,1,0.45566,3,7,0,29.5503,-0.203956
-29.2572,0.972596,0.761022,1,3,0,29.7442,-0.0251148
-29.2531,0.974061,1.18136,2,3,0,29.3517,-0.0302989
-29.2409,1,1.82903,1,1,0,29.2473,-0.0542377
-29.2409,0.412532,2.99349,1,1,0,29.3098,-0.0542377
-29.2629,0.986543,1.21865,2,3,0,29.2952,-0.0189216
-29.2684,0.998315,1.9249,1,3,0,29.2685,-0.121901
-29.2684,1.42972e-05,3.10592,1,1,0,29.5146,-0.121901
-29.5951,0.968787,0.495726,2,7,0,30.1097,-0.256358
-29.3264,0.998882,0.74921,2,3,0,29.6198,-0.161148
-29.3121,1,1.20635,1,1,0,29.3456,-0.153149
-30.0435,0.509063,1.93558,1,1,0,30.1082,0.215834
-29.2581,1,1.02109,1,3,0,29.9282,-0.0240854
-29.467,0.872147,1.63024,1,1,0,29.467,-0.218657
-29.467,0.00018854,1.94678,1,1,0,31.352,-0.218657
-29.2994,0.985418,0.336779,2,7,0,30.4248,0.00995997
-29.243,0.998328,0.519636,3,7,0,29.3758,-0.0876032
-29.2961,0.975498,0.820468,2,3,0,29.4567,-0.143226
-29.2537,1,1.22609,1,1,0,29.2828,-0.106017
-29.2537,0.349324,1.92289,1,1,0,29.5182,-0.106017
-30.3916,0.90055,0.740627,2,3,0,30.3939,-0.407126
-30.0615,1,0.936813,2,3,0,30.4227,-0.354434
-31.7876,0.403882,1.46002,1,1,0,32.2518,-0.572423
-30.289,0.99476,0.641968,2,3,0,31.9768,-0.39167
-30.4248,0.967957,0.986627,1,1,0,30.6436,-0.411979
-30.4385,0.997718,1.42692,2,3,0,30.8562,0.278527
-30.4385,2.95569e-05,2.18673,1,1,0,31.0407,0.278527
-29.2435,1,0.423135,3,7,0,30.4245,-0.0467473
-29.3766,0.96693,0.65263,2,5,0,29.6843,-0.18498
-29.3712,0.980393,0.936384,2,3,0,29.5954,-0.182653
-29.4176,0.981753,1.37567,2,3,0,29.5074,0.0658665
-29.4176,0.0650024,2.01859,1,1,0,29.8238,0.0658665
-29.246,0.98763,0.464239,2,7,0,29.8168,-0.0414331
-29.2391,0.997486,0.690279,3,7,0,29.2885,-0.068853
-29.2423,0.968679,1.04261,2,3,0,29.4183,-0.0856217
-29.2423,0.503644,1.48107,1,1,0,29.8355,-0.0856217
-29.2753,0.990582,0.835678,1,3,0,29.3231,-0.00754019
-29.2753,0.776906,1.23639,1,3,0,29.9782,-0.00754019
-29.5674,0.901707,1.19898,1,1,0,29.5678,0.113434
-29.2449,0.997319,1.48341,2,3,0,29.3996,-0.0436588
-29.2449,0.129247,2.20505,1,1,0,29.5467,-0.0436588
-29.2568,0.993558,0.610379,2,5,0,29.3497,-0.109798
-29.264,0.989996,0.901056,2,7,0,29.3288,-0.0178257
-29.2688,0.990964,1.31637,2,3,0,29.3062,-0.0132123
-29.2688,0.791774,1.91998,1,1,0,29.3947,-0.0132123
-29.2688,0.112166,1.91248,1,1,0,29.8354,-0.0132123
-29.3344,0.994663,0.52766,1,3,0,29.3666,0.0298899
-29.898,0.843464,0.774104,3,7,0,31.2722,0.188925
-29.2861,0.928534,0.852722,1,3,0,30.5479,-0.136288
-29.2861,0.721191,1.09979,1,3,0,30.2822,-0.136288
-29.2861,0.759913,0.963097,1,3,0,30.5013,-0.136288
-29.3575,0.965115,0.906946,1,3,0,29.5767,0.0410975
-29.2513,0.847676,1.24665,2,3,0,29.8347,-0.0327686
-29.2596,0.996127,1.37795,1,1,0,29.2651,-0.0224353
-29.2596,0.498673,1.99547,1,1,0,29.5103,-0.0224353
-30.0605,0.801682,1.16604,1,3,0,30.2065,-0.354261
-29.4342,1,1.18455,2,3,0,29.863,-0.207365
-29.5286,0.714957,1.72047,2,3,0,29.6912,-0.237843
-29.3952,1,1.493,2,3,0,29.4833,-0.19265
-29.3952,0.241594,2.15985,1,1,0,29.4918,-0.19265
-29.4436,0.880994,0.806377,3,7,0,30.6647,-0.210684
-29.2438,0.997439,0.943866,1,3,0,29.4386,-0.089501
-29.2438,0.786816,1.35566,1,3,0,29.7135,-0.089501
-33.636,0.414137,1.3398,2,3,0,33.6529,-0.730642
-33.1148,1,0.688574,1,1,0,33.8551,-0.690118
-31.0901,1,0.990371,1,1,0,32.7475,-0.497842
-31.1124,0.996311,1.42048,2,3,0,31.3737,0.365
-29.4866,1,2.01883,1,1,0,30.3575,0.0895672
-29.4866,4.14421e-10,2.87995,1,1,0,29.8626,0.0895672
-29.6911,0.991114,0.732175,2,3,0,29.6911,0.144849
-32.395,0.600114,1.02974,1,3,0,32.4246,0.493921
-29.3371,0.919628,0.740366,2,3,0,33.7722,0.0312871
-29.2522,0.98836,0.919496,1,3,0,29.4256,-0.10399
-29.8362,0.848307,1.28122,1,3,0,29.8369,-0.312022
-29.3215,1,1.40535,1,1,0,29.6223,-0.158513
-29.5597,0.79277,1.98918,1,1,0,29.7343,-0.246742
-29.5597,0.893563,1.9831,1,1,0,29.9264,-0.246742
-29.5597,0.000448102,2.34029,1,1,0,29.9734,-0.246742
-29.5012,1,0.622021,1,1,0,29.5617,-0.229581
-29.2461,0.933673,0.878549,2,3,0,30.1166,-0.0412295
-29.9089,0.855003,1.1091,2,3,0,30.2163,-0.326465
-30.1739,0.968761,1.22766,2,3,0,30.1749,0.237954
-30.9675,0.702124,1.63738,1,3,0,31.0797,-0.483361
-30.2562,1,1.40766,1,1,0,31.1096,-0.386562
-29.6657,1,1.97097,1,1,0,29.7099,0.138786
-29.6657,0.00432068,2.7535,1,3,1,29.6679,0.138786
-29.3485,0.908551,0.762261,1,3,0,30.7293,-0.172295
-29.2898,0.973457,0.919207,2,7,0,29.5465,0.00351943
-29.41,0.735553,1.22927,2,3,0,30.2908,0.0629853
-29.2574,1,1.11928,2,3,0,29.3969,-0.110564
-29.9816,0.648494,1.55789,1,1,0,29.9821,0.204718
-30.1198,0.94949,1.23405,1,1,0,30.3822,0.228975
-30.1827,0.962003,1.58099,1,1,0,30.7323,0.239386
-29.9842,1,2.06282,1,1,0,29.9843,-0.340622
-29.9842,0.000211621,2.85349,1,3,1,30.0153,-0.340622
-29.8824,1,0.813581,1,1,0,30.0421,-0.321286
-29.2495,0.925231,1.12634,2,3,0,30.3409,-0.100085
-30.8047,0.479961,1.38404,1,1,0,30.8053,-0.463303
-30.1236,1,0.846805,1,1,0,30.7088,-0.365059
-29.3416,0.954334,1.16862,1,3,0,30.1533,0.0335373
-29.3736,0.994143,1.49932,2,3,0,29.3877,-0.183698
-29.8938,0.585721,2.04285,1,1,0,29.9518,0.188103
-29.2888,0.989933,1.47847,2,3,0,29.6058,0.00279613
-29.2888,0.441952,1.99775,1,1,0,29.6272,0.00279613
-29.2463,1,1.16168,1,1,0,29.2748,-0.0407556
-29.2631,0.989589,1.59231,1,1,0,29.2692,-0.0187155
-29.5037,0.761449,2.14419,1,1,0,29.647,0.0949053
-29.2437,1,2.03673,1,1,0,29.2918,-0.0892167
-29.2437,0.151179,2.77945,1,1,0,29.4295,-0.0892167
-29.2437,0.499635,1.04789,1,3,0,31.7973,-0.0892167
-29.2391,0.999477,0.672118,1,3,0,29.2508,-0.0660031
-29.2627,0.969114,0.916888,2,3,0,29.4641,-0.0191055
-29.2416,0.998465,1.19297,2,3,0,29.2639,-0.0837854
-29.2416,0.126524,1.61945,1,1,0,30.5009,-0.0837854
-29.2423,0.999943,0.597412,1,1,0,29.2423,-0.0856728
-29.2926,0.986507,0.81291,1,3,0,29.3621,0.00541372
-29.2471,0.996086,1.08244,1,3,0,29.3099,-0.0961297
-29.2448,0.999753,1.4596,2,3,0,29.249,-0.0916373
-29.2471,0.997829,1.97559,1,1,0,29.2536,-0.0959669
