# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1726536242
# chain_id=2
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-29.2471,6.08877e-09,2.66201,1,1,0,30.5965,-0.0959669
-29.2776,0.98865,0.827652,2,7,0,29.349,-0.00563239
-30.4179,0.803146,1.1011,2,3,0,30.791,-0.410971
-30.5515,0.959843,1.11557,1,1,0,30.8883,-0.429908
-32.3177,0.415914,1.41982,1,1,0,32.965,-0.62243
-29.27,1,0.819009,2,3,0,31.922,-0.123304
-29.2416,0.99842,1.10427,1,3,0,29.2736,-0.051734
-29.2435,0.997048,1.48315,2,3,0,29.2471,-0.0887332
-29.2566,0.987391,1.985,1,1,0,29.2574,-0.0259091
-29.2566,0.00258122,2.61607,1,1,0,29.973,-0.0259091
-29.3382,0.969393,0.838849,1,3,0,29.5028,-0.167239
-29.8682,0.93317,1.07825,2,3,0,29.9109,0.183036
-29.2431,0.987194,1.31448,2,3,0,29.6572,-0.0878105
-29.2431,0.429267,1.72873,1,1,0,29.6566,-0.0878105
-29.2418,0.746265,1.02845,2,3,0,31.0817,-0.0841013
-29.2727,0.996491,0.96089,2,3,0,29.2732,-0.00974562
-29.392,0.623786,1.27871,2,3,0,30.6138,0.0559385
-29.2944,1,1.00513,1,1,0,29.3693,0.00665241
-29.2944,0.782032,1.3421,1,1,0,29.6147,0.00665241
-29.2797,1,1.31833,1,1,0,29.3046,-0.00397722
-29.3871,0.921592,1.75659,1,1,0,29.4402,0.053925
-30.7602,0.226478,2.09507,1,1,0,31.015,-0.457641
-29.4344,0.993826,0.948928,1,3,0,30.5332,-0.207461
-29.8577,0.849194,1.25192,1,1,0,29.9025,-0.316385
-31.8508,0.408576,1.35001,1,1,0,32.0662,-0.578645
-30.1733,0.957679,0.791667,2,3,0,32.506,-0.373296
-29.3251,0.99826,0.992088,1,3,0,30.0107,-0.160446
-29.3832,0.975615,1.31317,1,1,0,29.416,-0.187741
-29.3769,1,1.68276,2,3,0,29.3794,-0.185102
-29.2463,1,2.22693,1,1,0,29.2964,-0.0946777
-29.3666,0.77359,2.94319,1,1,0,29.5038,0.0451894
-29.3666,0.0420892,2.85367,1,1,0,30.0737,0.0451894
-29.2563,1,1.02386,2,3,0,29.3417,-0.109247
-29.2541,1,1.35292,2,3,0,29.2559,-0.0288918
-29.2687,0.988599,1.78544,1,1,0,29.2843,-0.0132518
-29.2687,0.000812342,2.31729,1,1,0,30.0564,-0.0132518
-29.941,0.722062,1.58829,1,1,0,29.9521,0.197166
-29.941,0,13.7844,0,1,1,30.5795,0.197166
-29.5892,1,2.00557,1,1,0,30.0249,0.119355
-29.5892,1.65043e-05,2.60843,1,1,0,30.3613,0.119355
-29.5399,0.999873,0.232844,1,3,0,29.6117,0.105683
-29.4433,0.999308,0.351637,1,3,0,29.5899,0.0751721
-29.4904,0.99956,0.584087,3,7,0,29.4914,0.0907819
-29.7566,0.947309,1.02908,1,1,0,29.7634,0.159723
-30.389,0.735016,1.59233,1,1,0,30.6343,0.271304
-29.3189,1,1.28257,1,3,0,30.061,0.021623
-29.3189,0.376307,2.40566,1,1,0,29.7139,0.021623
-29.2631,0.997185,0.632327,2,5,0,29.4022,-0.116773
-29.2882,0.993219,1.18806,1,1,0,29.2909,-0.137831
-29.2882,0.551357,2.20247,1,1,0,29.5681,-0.137831
-29.604,0.861972,1.02546,2,3,0,30.4406,0.123269
-31.1395,0.642334,1.26419,1,3,0,32.1919,-0.503543
-34.2648,0.773369,0.792028,2,3,0,35.2326,-0.776463
-33.0648,1,0.74654,3,7,0,34.1422,0.55065
-30.3212,1,1.40145,2,3,0,32.2377,0.261166
-30.3212,1.14283e-08,2.60705,1,1,0,31.2572,0.261166
-29.2893,0.999786,0.243639,3,9,0,30.4072,0.00312999
-29.7711,0.9827,0.455446,3,7,0,30.1048,0.162893
-29.5435,0.992217,0.801822,2,3,0,29.9268,0.106708
-29.3211,1,1.43797,1,1,0,29.474,0.02286
-29.3211,0.00299997,2.61192,1,1,0,29.8478,0.02286
-29.4105,0.998492,0.272085,4,15,0,29.6111,0.0631686
-29.5925,0.968811,0.494262,2,7,0,30.6202,-0.255657
-29.2402,0.969772,0.81785,1,3,0,29.9868,-0.0571423
-29.7691,0.865203,1.34555,1,3,0,29.8159,-0.297874
-30.4784,0.807994,1.64475,2,3,0,30.6529,-0.419665
-29.8427,1,1.71322,2,3,0,30.1864,-0.313342
-29.3143,1,3.00408,1,1,0,29.619,-0.154431
-29.3143,4.91591e-29,5.21927,1,1,0,29.3571,-0.154431
-29.8625,0.937587,0.621185,1,3,0,30.3978,-0.317346
-29.5818,1,0.918116,1,1,0,29.8212,-0.2528
-29.5915,0.995285,1.58899,1,1,0,29.7575,-0.255414
-29.2397,1,2.69295,1,1,0,29.2938,-0.0598309
-29.2397,0.0105407,4.58193,1,1,0,29.2885,-0.0598309
-29.766,0.975004,0.60893,3,7,0,30.0133,0.161772
-29.8815,0.979121,0.975138,1,1,0,29.946,0.185692
-29.9997,0.981954,1.56665,2,3,0,30.1682,-0.343436
-29.9997,0.00202695,2.51693,1,1,0,30.2815,-0.343436
-29.3471,0.999982,0.349079,3,11,0,29.9938,0.0362066
-29.277,0.999431,0.588666,2,5,0,29.3785,-0.129261
-29.2434,0.996367,0.983821,1,3,0,29.3184,-0.0468574
-29.2461,0.674775,1.61997,2,3,0,29.9045,-0.0942405
-29.3046,0.921538,1.2154,2,3,0,29.688,0.0132298
-29.2541,0.646307,1.65736,2,3,0,29.9648,-0.106456
-29.3695,0.963696,1.16592,1,3,0,29.4529,0.0464462
-29.3611,1,1.74997,1,1,0,29.4371,0.0427445
-29.2575,1,2.84551,1,1,0,29.3226,-0.0247663
-29.2575,2.85733e-10,4.59695,1,1,0,29.9276,-0.0247663
-29.2494,0.990542,0.720767,3,7,0,29.4587,-0.0998269
-29.6726,0.888968,1.14213,1,3,0,29.8574,0.140455
-34.6063,0.146174,1.42476,1,1,0,34.6203,0.664716
-34.5596,1,0.325382,1,1,0,34.6923,0.661517
-29.2957,0.930738,0.524681,2,5,0,38.1651,-0.142943
-31.4187,0.714859,0.719438,1,3,0,33.6651,-0.534469
-31.0418,1,0.605853,1,1,0,31.4118,-0.492201
-30.1183,1,0.964517,1,1,0,30.8847,-0.364169
-29.3967,1,1.52686,1,1,0,29.8452,-0.19325
-31.196,0.135844,2.40381,1,1,0,31.5816,0.374546
-29.892,0.980341,0.568599,1,3,0,31.816,0.187744
-29.3602,0.883295,0.857977,1,3,0,31.3391,-0.177758
-29.4985,0.9113,1.04456,2,7,0,29.9933,0.0933
-30.9717,0.788817,1.34753,2,3,0,30.9805,0.348425
-29.3289,0.916513,1.33399,2,3,0,31.4436,-0.162498
-29.9458,0.700786,1.73257,1,1,0,30.0254,-0.333502
-29.2705,0.929115,1.42186,2,3,0,30.1821,-0.123763
-29.3582,0.941636,1.89001,1,1,0,29.3922,-0.176825
-29.3582,0.632492,2.57092,1,1,0,29.3633,-0.176825
-29.3582,0.630196,1.83206,1,1,0,29.7569,-0.176825
-29.7131,0.950133,1.30393,2,3,0,29.7632,0.149959
-29.565,1,1.79949,2,3,0,29.6232,-0.248216
-31.1221,0.105776,2.74115,1,1,0,31.8266,0.366115
-30.6269,1,0.672152,1,1,0,31.0847,0.304724
-29.3184,1,1.02451,2,3,0,30.366,-0.156782
-29.3052,0.993943,1.55488,2,3,0,29.3688,-0.149048
-29.5714,0.759258,2.32152,1,1,0,29.7559,-0.249971
-29.4677,1,2.16042,1,1,0,29.7223,-0.218882
-29.4677,7.96026e-06,3.24639,1,1,0,29.5909,-0.218882
-30.0672,0.966247,0.672204,3,7,0,30.5106,-0.355423
-29.7774,1,0.946673,2,3,0,30.0446,-0.299673
-29.5452,1,1.41965,1,1,0,29.7845,-0.24264
-29.5452,0.0648892,2.12072,1,1,0,31.0317,-0.24264
-29.6286,0.99055,0.513918,2,3,0,29.8072,-0.265024
-29.7747,0.997736,0.754482,3,7,0,29.7809,-0.29909
-29.3936,1,1.11906,1,1,0,29.6832,-0.191999
-31.353,0.354198,1.66097,1,1,0,31.4615,-0.527375
-31.9932,0.938687,0.717422,1,1,0,32.0311,-0.592388
-31.2051,1,0.946337,2,7,0,31.858,0.375575
-30.5507,1,1.39807,2,3,0,30.9777,-0.429796
-30.5507,0.124237,2.0583,1,1,0,31.0314,-0.429796
-30.8069,0.983256,0.585872,1,1,0,30.8198,-0.463582
-30.0245,0.999634,0.8363,2,5,0,30.7158,0.212467
-29.2625,0.977149,1.22682,1,3,0,30.0446,-0.116118
-29.2625,0.773835,1.72075,1,1,0,29.484,-0.116118
-29.2727,0.97555,1.65521,2,3,0,29.3102,-0.00974612
-29.2727,0.0333752,2.30521,1,1,0,29.9348,-0.00974612
-29.9995,0.949342,0.573238,2,7,0,30.536,-0.343415
-29.342,1,0.762381,3,7,0,29.9445,-0.169171
-29.4563,0.782462,1.10871,2,3,0,31.095,0.0796431
-29.3629,1,1.08579,1,1,0,29.4455,0.043546
-29.3616,1,1.57192,1,1,0,29.4204,0.0429538
-29.2721,1,2.26894,1,1,0,29.2796,-0.12516
-29.2721,0.735172,3.26545,1,1,0,29.3919,-0.12516
-29.2721,0.0542513,2.92855,1,1,0,29.742,-0.12516
-29.273,0.999888,0.788535,1,1,0,29.2766,-0.125972
-29.3452,0.982331,1.13436,1,1,0,29.3456,-0.170699
-29.2585,1,1.5779,1,1,0,29.312,-0.111841
-29.2585,0.00719996,2.25796,1,1,0,30.4016,-0.111841
-29.4656,0.980177,0.571896,2,7,0,29.7703,-0.218199
-29.539,0.988064,0.791539,2,3,0,29.6774,-0.240864
-29.3477,1,1.10785,1,1,0,29.4956,-0.171908
-29.2859,1,1.57878,1,1,0,29.3394,-0.136105
-29.2859,0.00289267,2.244,1,1,0,31.1296,-0.136105
-29.254,1,0.578484,2,3,0,29.2839,-0.106338
-29.2414,0.994937,0.823069,3,7,0,29.3272,-0.0830866
-29.2414,0.826297,1.15807,1,3,0,29.9919,-0.0830866
-29.3212,0.97769,1.22206,1,3,0,29.3467,0.0229137
-29.2408,1,1.66373,1,1,0,29.2801,-0.0546646
-29.2408,0.317133,2.34633,1,1,0,29.4759,-0.0546646
-30.065,0.902645,1.05276,2,3,0,30.1288,-0.355029
-31.4958,0.882004,1.26111,2,3,0,31.5216,0.407218
-29.2449,0.92249,1.45789,2,3,0,30.9955,-0.0918901
-29.6954,0.755514,1.80043,1,1,0,29.6985,0.14584
-29.6954,0.703781,1.68535,1,1,0,30.2605,0.14584
-29.3801,1,1.44951,1,1,0,29.6054,0.0509965
-29.3801,0.294589,2.02825,1,1,0,30.1085,0.0509965
-29.2743,0.964289,0.894098,3,7,0,29.7853,-0.0083529
-29.6622,0.888506,1.17958,1,3,0,29.8874,-0.273356
-29.2457,1,1.37352,1,3,0,29.5179,-0.0934635
-29.2457,0.0474772,1.91361,1,1,0,30.7406,-0.0934635
-29.2576,0.991484,0.572391,3,7,0,29.5362,-0.0246604
-29.2455,0.999543,0.787116,3,7,0,29.2698,-0.093116
-29.8996,0.91793,1.09419,2,3,0,29.9616,0.189225
-29.5005,1,1.33231,1,1,0,29.8103,0.0939233
-29.5005,0.66554,1.8464,1,3,0,29.9396,0.0939233
-29.3093,1,1.50161,2,3,0,29.44,0.016076
-29.3093,0.455137,2.07591,1,1,0,29.7331,0.016076
-29.2731,1,1.21245,1,1,0,29.3033,-0.00936881
-29.2879,0.986492,1.67385,2,3,0,29.311,-0.137578
-29.266,1,2.25788,1,1,0,29.267,-0.0158692
-29.266,0.258532,3.10495,1,1,0,29.2906,-0.0158692
-29.6764,0.738947,1.34191,2,3,0,30.5958,0.141349
-30.8282,0.715793,1.22957,1,1,0,30.8434,0.330826
-29.9451,1,1.08748,1,1,0,30.6532,0.197923
-29.4199,1,1.49292,1,1,0,29.7743,0.0667155
-29.3942,1,2.04564,1,3,0,29.405,-0.192241
-31.0143,0.0876132,2.79775,1,1,0,31.878,0.353509
-31.2056,0.967741,0.944852,1,1,0,31.4517,0.375624
-29.8723,0.836888,1.23063,1,3,0,32.4611,-0.319288
-31.6474,0.556487,1.31135,1,1,0,31.702,-0.558341
-30.7056,1,0.912683,1,1,0,31.5346,-0.450577
-29.7768,1,1.24541,2,3,0,30.4788,-0.299558
-29.4773,1,1.6964,2,3,0,29.6449,-0.222022
-29.4773,0.0629063,2.30662,1,1,0,29.8339,-0.222022
-29.7015,0.988598,0.767299,3,7,0,29.8149,0.147276
-29.4388,1,1.02614,1,1,0,29.6506,0.0735673
-29.2855,1,1.39355,1,1,0,29.3886,0.000432982
-30.1973,0.535339,1.88929,1,1,0,30.2052,-0.377188
-29.3387,1,1.2831,1,3,0,29.9274,-0.167506
-29.261,1,1.73698,1,1,0,29.3107,-0.114573
-29.309,0.950548,2.34751,1,1,0,29.3554,-0.151301
-29.309,3.68077e-06,2.94504,1,1,0,29.9949,-0.151301
-29.7965,0.848973,0.914148,1,3,0,30.7236,0.168321
-29.2394,1,0.989625,2,3,0,29.7202,-0.062248
-29.2435,0.998413,1.33508,2,3,0,29.2464,-0.0888585
-29.2435,0.0283575,1.7941,1,1,0,31.5468,-0.0888585
-29.3839,0.98023,0.588262,1,3,0,29.6443,-0.188021
-29.7982,0.918345,0.770394,3,7,0,30.9131,0.168684
-29.7021,0.998904,0.921298,3,7,0,29.8303,0.14741
-30.1544,0.87571,1.23623,1,1,0,30.2237,0.234751
-29.687,1,1.38746,1,1,0,30.1008,0.143879
-29.5157,1,1.85983,1,1,0,29.7826,0.0985787
-30.2625,0.411301,2.48926,1,1,0,31.0384,0.252111
-29.7566,1,1.4365,1,1,0,30.2258,0.159712
-29.4991,1,1.92103,1,3,0,29.5897,-0.228934
-29.4991,2.55618e-06,2.5652,1,1,0,30.691,-0.228934
-29.2889,1,0.830254,2,3,0,29.5002,-0.138323
-29.3964,0.953839,1.10935,1,3,0,29.5943,0.0576672
-30.3472,0.703868,1.38692,1,1,0,30.3572,0.265081
-29.7041,1,1.21896,2,3,0,30.21,0.147878
-29.2404,1,1.62363,1,1,0,29.4704,-0.0559843
-29.2404,0.347337,2.15957,1,1,0,29.5886,-0.0559843
-29.2397,0.987687,1.15405,2,3,0,29.314,-0.0755125
-30.5488,0.69844,1.50804,1,3,0,30.5652,0.294091
-30.5488,0.56365,1.31716,1,1,0,31.9347,0.294091
-29.933,1,0.955136,1,1,0,30.4524,0.195646
-29.24,1,1.26761,1,3,0,29.7866,-0.0580041
-29.24,0.485041,1.68002,1,1,0,29.8591,-0.0580041
-29.4465,0.94843,1.09526,1,3,0,29.5294,-0.211716
-29.3904,1,1.35109,1,1,0,29.4725,-0.190718
-29.281,1,1.78678,1,1,0,29.3583,-0.132492
-29.281,0.00533389,2.35986,1,1,0,30.6903,-0.132492
-29.2698,0.983046,0.802837,1,3,0,29.4988,-0.0123316
-29.6509,0.934957,1.03674,1,3,0,29.7002,0.135177
-29.2656,0.57238,1.25277,2,3,0,33.1269,-0.0161956
-29.3066,0.993786,0.926067,2,3,0,29.3368,0.014438
-29.3066,0.59247,1.21077,1,3,0,31.321,0.014438
-29.8425,0.839707,0.920872,1,3,0,30.7855,-0.313299
-29.9626,0.995767,0.977599,2,7,0,29.9648,0.201196
-31.318,0.653281,1.27901,1,1,0,31.3968,0.388125
-30.6319,1,1.057,1,1,0,31.3193,0.305403
-29.4283,1,1.38879,1,1,0,30.1975,0.0698277
-29.4283,0.0112568,1.82249,1,1,0,32.0135,0.0698277
-29.3022,0.943783,0.641964,2,5,0,30.623,-0.147161
-29.4801,0.925536,0.782299,1,3,0,30.3161,0.0874982
-29.3555,1,0.929753,2,3,0,29.4597,0.0401834
-29.5896,0.935485,1.21822,1,1,0,29.5962,0.119459
-29.2391,0.985619,1.4644,2,3,0,29.517,-0.0675937
-29.2391,0.706988,1.87872,1,1,0,29.4277,-0.0675937
-29.4001,0.917303,1.67058,1,1,0,29.4005,0.0591688
-29.2591,1,1.95723,1,1,0,29.3335,-0.0229976
-29.4154,0.822299,2.55287,1,1,0,29.4633,-0.200485
-29.3309,1,2.63837,1,1,0,29.4917,-0.16354
-29.3309,0.00359711,3.4352,1,1,0,30.1206,-0.16354
-30.3304,0.79685,1.22588,1,3,0,30.3471,-0.397987
-32.0986,0.866526,1.22746,2,3,0,32.1939,-0.602331
-29.2561,0.969559,1.34483,1,3,0,31.4129,-0.0264937
-31.0148,0.592988,1.68218,1,3,0,31.0149,-0.489003
-29.5022,1,1.29471,1,1,0,30.5291,-0.229892
-29.5022,0.316055,1.68261,1,1,0,30.6621,-0.229892
-29.3512,0.932124,0.909028,1,3,0,30.2176,0.0381398
-29.256,0.871688,1.08272,2,3,0,30.3405,-0.108843
-29.2467,1,1.19299,1,1,0,29.2542,-0.0953475
-29.3015,0.752519,1.5473,2,3,0,29.8314,0.011258
-29.2605,1,1.46352,2,3,0,29.2909,-0.0214742
-29.2605,0.527361,1.89537,1,1,0,29.6448,-0.0214742
-32.7704,0.405974,1.34772,1,3,0,32.8981,0.526383
-29.3245,0.991103,0.823133,3,7,0,32.9562,0.0246845
-29.64,0.819809,1.05367,2,3,0,30.835,-0.267908
-29.4553,0.922561,1.08609,1,3,0,30.3248,0.0792801
-29.2631,0.98753,1.2736,1,3,0,29.483,-0.116735
-29.2429,1,1.61922,1,1,0,29.2549,-0.0873569
-29.3307,0.92912,2.08901,1,1,0,29.3367,0.0279657
-29.2509,1,2.4643,1,1,0,29.2562,-0.102067
-29.5081,0.608127,3.17349,1,1,0,29.8374,-0.231693
-29.6856,0.316652,2.50736,1,3,0,29.7233,0.143553
-29.2448,0.94001,1.3807,2,3,0,29.9478,-0.0438165
-29.3888,0.927465,1.65004,1,1,0,29.393,0.0546276
-29.3888,0.0207686,1.94022,1,1,0,31.0249,0.0546276
-29.4195,0.996741,0.744339,1,1,0,29.426,0.0665769
-30.1383,0.910464,0.954077,2,3,0,30.4135,0.23208
-30.1511,0.999577,1.09875,2,7,0,30.1511,-0.36964
-29.546,1,1.41087,1,1,0,29.9906,-0.242866
-29.2965,0.943129,1.81089,2,3,0,29.4739,0.00801831
-29.2965,0.00311838,2.1661,1,1,0,30.8291,0.00801831
-29.3738,0.949652,0.821866,1,3,0,29.878,-0.183774
-29.2392,1,0.991702,2,3,0,29.3525,-0.0635368
-29.3456,0.971708,1.27131,1,3,0,29.3607,-0.1709
-30.0763,0.706606,1.57326,1,1,0,30.1179,-0.357
-30.0763,0.131875,1.41089,1,1,0,33.4228,-0.357
-29.8673,1,0.631594,1,1,0,30.0614,-0.318307
-30.2916,0.986516,0.808834,3,7,0,30.2928,-0.392068
-30.8897,0.887771,1.01819,1,1,0,30.9698,-0.47389
-29.6252,0.865946,1.13722,1,3,0,32.1948,0.128747
-30.6336,0.743658,1.2368,1,1,0,30.649,0.30563
-30.8563,0.943972,1.16133,1,1,0,31.1676,0.334331
-32.3969,0.855485,1.38613,2,3,0,32.5649,-0.629525
-30.2725,1,1.48756,1,1,0,31.8249,-0.389107
-29.2396,1,1.8961,1,1,0,29.6203,-0.0749179
-29.7334,0.575267,2.41475,1,1,0,29.8942,0.154574
-29.2626,1,1.85506,1,1,0,29.4244,-0.116249
-29.2626,0.301843,2.36053,1,1,0,29.6243,-0.116249
-29.2972,0.946391,1.31318,2,3,0,29.4879,-0.143927
-29.2972,0.46798,1.56802,1,1,0,30.1614,-0.143927
-29.2496,0.967673,1.06409,2,3,0,29.5458,-0.0352051
-29.495,0.932608,1.3025,1,3,0,29.5548,-0.227654
-29.7627,0.943582,1.52884,2,3,0,29.8666,-0.296497
-29.594,1,1.81677,2,3,0,29.6566,0.120632
-29.594,0.0180067,2.30508,1,1,0,30.1106,0.120632
-30.3884,0.933981,0.926572,3,7,0,30.4574,0.271217
-29.3069,0.99223,1.08874,1,3,0,30.2573,0.0146378
-29.979,0.785332,1.36842,1,1,0,29.9793,0.204235
-29.7483,1,1.35085,1,1,0,30.0467,0.157895
-29.2501,1,1.71128,1,1,0,29.485,-0.0344353
-29.2501,0.0459588,2.16615,1,1,0,30.1171,-0.0344353
-30.2222,0.808597,0.907743,1,3,0,31.1911,-0.381188
-29.7581,1,0.9212,1,1,0,30.1507,-0.295487
-29.2815,1,1.16586,2,3,0,29.6697,-0.00259425
-33.37,0.378307,1.47434,1,3,0,33.3801,0.574847
-32.0152,1,0.911297,1,1,0,33.2786,0.459043
-30.5471,1,1.15198,1,1,0,31.7458,0.293854
-31.1698,0.776326,1.4551,1,1,0,31.6503,0.371578
-29.2808,1,1.42175,1,3,0,30.444,-0.00311097
-29.5313,0.763475,1.79385,2,3,0,29.6702,-0.238626
-29.5313,0.367515,1.72675,1,3,0,31.8098,-0.238626
-29.3293,0.952457,1.05892,1,3,0,29.9175,0.0272754
-29.489,0.952152,1.2649,1,1,0,29.4984,0.090321
-30.279,0.707761,1.50953,1,1,0,30.3582,0.254676
-29.3662,1,1.36483,1,1,0,29.9556,0.0449987
-30.9245,0.413392,1.71822,1,1,0,31.0485,0.342724
-29.5411,0.998327,1.11408,1,3,0,30.6125,0.10603
-29.2654,1,1.3993,1,1,0,29.4379,-0.0163766
-29.2654,0.321939,1.75958,1,1,0,30.1146,-0.0163766
-29.2435,0.993902,1.03147,2,3,0,29.3194,-0.0887531
-30.56,0.708954,1.28786,1,3,0,30.6566,-0.431078
-29.7806,1,1.16751,1,1,0,30.3899,-0.300371
-29.9484,0.977694,1.46638,2,3,0,29.9635,0.198545
-29.6693,0.81953,1.79513,2,3,0,30.0718,0.139662
-30.2212,0.810872,1.84091,2,3,0,30.2466,-0.381027
-30.0558,0.933848,1.86958,1,3,0,30.229,0.218004
-29.6597,1,2.17688,1,1,0,30.2258,0.13732
-29.6261,0.339801,2.72663,1,3,0,29.6708,-0.264396
-31.5257,0.590018,1.64129,2,3,0,31.6317,-0.545786
-32.1239,0.822242,1.30536,1,1,0,32.7778,-0.604691
-29.4486,1,1.34297,1,3,0,31.2004,-0.212425
-29.8677,0.349766,1.68102,2,3,0,31.5317,0.182944
-29.5637,1,1.02697,2,3,0,29.818,0.112407
-29.5637,0.356101,1.2851,1,3,0,32.5226,0.112407
-30.1484,0.961385,0.792066,2,5,0,30.1538,-0.369197
-29.8154,1,0.949763,1,1,0,30.1174,-0.30773
-29.3879,0.950441,1.18741,2,3,0,30.1972,0.0542635
-29.6054,0.804293,1.40524,2,3,0,30.3069,0.123628
-30.6831,0.728345,1.41696,2,3,0,31.3673,-0.447626
-29.2608,0.807665,1.31516,2,3,0,32.1503,-0.0211326
-29.2608,0.322573,1.33109,1,3,0,32.4074,-0.0211326
-29.2626,0.999778,0.794956,1,1,0,29.2646,-0.0192055
-29.2626,0.467053,0.991885,1,3,0,33.835,-0.0192055
-29.9608,0.965802,0.694169,3,7,0,30.1115,0.200865
-31.465,0.866851,0.834465,2,3,0,31.942,0.403966
-31.465,0.749036,0.900868,1,1,0,33.047,0.403966
-31.1327,1,0.856219,2,3,0,31.5826,0.367337
-29.2983,1,1.06671,2,3,0,30.7931,-0.144649
-29.3153,0.994258,1.3281,1,1,0,29.3328,-0.154998
-29.3698,0.972151,1.64231,1,1,0,29.4101,-0.182037
-30.001,0.621193,1.98202,1,1,0,30.2161,-0.343686
-29.4106,0.991377,1.6413,2,3,0,29.791,-0.198642
-29.4106,0.00857975,2.02088,1,1,0,31.7924,-0.198642
-29.2765,0.964909,0.870033,1,3,0,29.7994,-0.00655705
-29.334,0.996031,1.04172,2,3,0,29.3342,0.029681
-29.3373,0.998928,1.28869,1,1,0,29.367,0.0313919
-34.0058,0.390116,1.59815,2,3,0,34.1044,0.622527
-31.8647,1,1.03724,2,3,0,33.7027,0.444561
-31.8647,0.360243,1.28739,1,1,0,34.4849,0.444561
-32.8444,0.941672,0.81074,3,7,0,33.6581,-0.668013
-31.0135,1,0.94578,1,1,0,32.5406,-0.488856
-30.0824,1,1.17294,1,1,0,30.8471,-0.35804
-29.389,1,1.45377,1,1,0,29.8293,-0.190142
-30.2665,0.732593,1.80076,1,3,0,30.2742,0.252744
-29.3044,1,1.68253,1,1,0,29.798,0.0130954
-29.3044,0.910528,2.08245,1,1,0,29.4096,0.0130954
-29.2435,1,2.34508,1,1,0,29.2513,-0.0886552
-29.2435,5.65669e-15,2.89944,1,1,0,32.6014,-0.0886552
-29.5605,0.922723,1.25822,1,3,0,29.5805,-0.246963
-29.3347,0.937434,1.43535,2,3,0,29.8555,-0.165474
-30.5116,0.535646,1.66213,1,1,0,30.5789,-0.424349
-30.7395,0.932276,1.26575,1,1,0,31.09,-0.454978
-29.3046,1,1.45755,1,1,0,30.1548,-0.148663
-29.4095,0.944704,1.80012,2,3,0,29.429,0.0628166
-29.4095,0.180002,2.09799,1,1,0,29.8341,0.0628166
-29.3939,1,1.10631,1,1,0,29.4383,0.0566706
-29.2397,0.976131,1.36566,2,3,0,29.4988,-0.059623
-29.2397,0.094083,1.64377,1,1,0,31.4334,-0.059623
-29.2442,0.998561,0.795505,1,3,0,29.2574,-0.0904391
-29.2594,0.979395,0.980123,2,3,0,29.4112,-0.112813
-29.3533,0.98168,1.18333,1,3,0,29.3535,-0.174582
-30.095,0.746952,1.43131,1,1,0,30.1076,-0.360214
-31.8857,0.529588,1.35972,1,1,0,32.0304,-0.58204
-29.2795,1,1.03373,2,3,0,31.427,-0.00416489
-29.258,1,1.2733,1,1,0,29.2759,-0.0241591
-29.2395,0.600901,1.56752,2,3,0,30.2848,-0.0611182
-29.2422,0.999512,1.28289,2,3,0,29.2428,-0.0855437
-30.1296,0.654381,1.57766,1,1,0,30.1297,-0.366057
-29.4466,1,1.3642,2,3,0,30.1258,0.0763118
-29.3077,1,1.67744,1,1,0,29.4128,0.0150818
-29.3077,0.173087,2.06149,1,1,0,30.1467,0.0150818
-29.3915,0.910689,1.0939,2,3,0,29.9859,-0.191137
-29.3036,0.980083,1.228,1,3,0,29.5172,0.0126197
-31.3353,0.426294,1.47843,1,1,0,31.3355,0.390009
-31.3353,0.732552,1.01629,1,1,0,32.7013,0.390009
-30.288,1,0.952711,2,3,0,31.1622,0.256076
-31.36,0.754529,1.16981,1,1,0,31.4656,0.392702
-29.9036,1,1.12114,1,1,0,31.0124,0.189999
-29.9425,0.985975,1.3756,1,1,0,30.1787,0.197431
-30.0434,0.982595,1.66334,2,3,0,30.1224,-0.351255
-29.2627,1,2.00349,1,1,0,29.5742,-0.11629
-29.7809,0.549092,2.4545,1,1,0,29.9239,0.165002
-29.609,0.997286,1.91386,1,3,0,29.694,-0.260014
-29.609,0.000411711,2.33728,1,1,0,30.6857,-0.260014
-30.7554,0.802394,1.05448,2,3,0,31.7032,-0.45702
-29.3949,1,1.06057,2,3,0,30.4631,0.0570799
-29.2476,1,1.29868,1,3,0,29.3489,-0.0385526
-30.5816,0.677632,1.58945,2,3,0,30.6015,0.298591
-29.6145,1,1.41151,1,1,0,30.2874,0.126001
-29.2761,0.986673,1.72649,2,3,0,29.4553,-0.00690786
-29.4981,0.831138,2.08302,1,1,0,29.5045,-0.228614
-29.2874,1,2.15357,1,1,0,29.4174,-0.137208
-29.5381,0.716606,2.63081,1,1,0,29.7768,-0.24061
-29.5381,0.196861,2.42817,1,1,0,29.6246,-0.24061
-30.0544,0.836387,1.34258,1,1,0,30.1066,-0.353179
-30.0544,0.542789,1.39575,1,1,0,31.2499,-0.353179
