# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1726536242
# chain_id=3
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-29.6547,0.921546,0.724929,1,1,0,29.6547,0.136096
-29.3931,1,0.887303,1,1,0,29.5928,0.0563487
-29.2508,1,1.22665,1,1,0,29.3174,-0.0335355
-29.2508,0.000147788,1.69238,1,1,0,30.1949,-0.0335355
-29.2392,0.998656,0.490563,1,3,0,29.2682,-0.0714575
-29.3806,0.965665,0.675923,1,3,0,29.4339,0.0512319
-30.8179,0.749902,0.883196,2,3,0,30.8226,0.329535
-30.4982,1,0.82563,1,1,0,31.0849,0.287034
-29.2857,1,1.13484,1,1,0,29.8348,0.000552995
-29.4613,0.811043,1.55691,1,1,0,29.6196,0.0813095
-29.4613,0.114209,1.59641,1,1,0,29.5551,0.0813095
-29.6782,0.966496,0.564922,1,1,0,29.6787,0.141797
-29.4568,1,0.735897,1,1,0,29.6424,0.0797909
-29.3549,1,1.00706,1,1,0,29.4637,0.0398884
-29.3549,0.0918943,1.37564,1,1,0,29.8393,0.0398884
-29.2582,1,0.476446,2,3,0,29.3484,-0.0239558
-29.2525,1,0.651016,1,1,0,29.2585,-0.0310849
-29.2418,0.999096,0.887964,2,3,0,29.2571,-0.0841129
-29.2418,0.485149,1.20739,1,1,0,29.5784,-0.0841129
-29.2533,0.996717,0.761146,1,1,0,29.2533,-0.105422
-29.2533,0.377656,1.02993,1,1,0,30.1604,-0.105422
-29.4023,0.95643,0.555162,1,3,0,29.667,0.0600145
-29.8388,0.898163,0.707127,1,1,0,29.8389,0.17711
-29.555,1,0.825357,2,3,0,29.747,-0.245412
-30.0259,0.748441,1.11819,1,1,0,30.2647,-0.348151
-29.3969,1,1.04541,1,1,0,29.7878,-0.193309
-29.3969,0.0123145,1.41304,1,1,0,30.193,-0.193309
-29.4761,0.992105,0.450785,1,1,0,29.4763,-0.22165
-29.7993,0.943862,0.6027,1,1,0,29.7994,-0.304359
-29.7966,1,0.750108,1,1,0,29.9524,-0.30378
-30.4025,0.737077,1.01148,1,1,0,30.6849,-0.408724
-29.2509,0.979726,0.931354,2,3,0,29.9972,-0.0333229
-29.6174,0.765527,1.21709,1,1,0,29.6277,-0.262183
-29.602,0.963752,1.16735,1,3,0,29.6645,0.122742
-29.5262,0.798646,1.48797,1,3,0,29.5264,-0.23714
-29.5262,0.568332,1.49587,1,1,0,30.0639,-0.23714
-29.5262,0.633875,1.08265,1,1,0,30.0703,-0.23714
-29.2481,1,0.861567,1,3,0,29.4263,-0.0977962
-29.4343,0.885104,1.15415,1,1,0,29.4549,-0.207409
-29.3266,1,1.31203,1,1,0,29.4502,-0.161246
-29.3064,1,1.75311,1,1,0,29.4179,-0.149762
-29.2557,0.385105,2.33907,1,3,0,29.2644,-0.0269566
-29.2826,0.977408,1.31335,1,1,0,29.3048,-0.00174669
-29.2826,1.25356e-05,1.69644,1,1,0,31.105,-0.00174669
-29.2786,0.981318,0.557893,1,3,0,29.4747,-0.130579
-29.8418,0.886069,0.725147,1,3,0,29.8717,-0.313171
-29.2667,0.921415,0.82447,2,3,0,30.2226,-0.0151609
-30.6363,0.520731,0.983914,1,1,0,30.6428,0.305991
-36.8325,0.565588,0.673529,2,7,0,36.8446,-0.938903
-30.128,1,0.491416,3,7,0,36.2581,-0.365792
-29.9159,1,0.653485,1,1,0,30.1741,-0.327803
-29.3248,0.957152,0.867818,2,3,0,30.1403,0.0248736
-29.2434,1,1.08519,1,3,0,29.2778,-0.0884438
-29.2434,0.281305,1.43743,1,1,0,29.5149,-0.0884438
-29.2435,0.616234,0.712657,2,3,0,32.678,-0.0467037
-29.4338,0.954157,0.559428,1,3,0,29.6581,-0.207215
-29.7975,0.916954,0.695925,1,1,0,29.8002,-0.303974
-29.6394,1,0.822291,1,1,0,29.855,-0.267756
-29.6394,0.0965595,1.08629,1,1,0,31.7342,-0.267756
-29.276,1,0.423307,2,7,0,29.6085,-0.128469
-29.276,0.000475274,4.47463,1,2,1,29.2764,-0.128469
-29.276,0.000318332,10.4576,1,1,0,30.1938,-0.128469
-30.3685,0.850965,1.03215,2,3,0,30.6791,-0.403703
-31.7123,0.899652,0.722831,2,3,0,32.1725,-0.564908
-29.3767,1,0.713325,3,7,0,31.535,0.0495788
-29.9695,0.868186,1.08159,2,3,0,30.5383,0.202481
-29.5385,1,1.20536,1,1,0,29.8753,0.105291
-29.7704,0.807499,2.11564,1,1,0,29.7717,-0.298166
-29.7704,0.105577,2.10321,1,1,0,31.2612,-0.298166
-30.0779,0.993827,0.231254,3,11,0,31.1836,0.221838
-29.7878,1,0.42375,2,3,0,30.0817,0.166475
-30.1227,0.956675,0.801247,1,1,0,30.1273,0.229461
-29.2429,1,1.32833,1,3,0,29.8288,-0.0480605
-29.2429,0.0366878,2.5257,1,1,0,29.6629,-0.0480605
-29.3705,0.996259,0.237463,2,7,0,29.7726,0.0468966
-29.2855,0.997906,0.45085,1,3,0,29.4482,0.000403006
-29.2921,0.994019,0.855705,3,7,0,29.3651,-0.140526
-29.3065,0.978963,1.59363,2,3,0,29.3507,0.0143829
-29.5665,0.654516,2.81294,1,1,0,29.9364,0.11319
-29.2861,1,1.85724,1,1,0,29.441,0.000843199
-29.2861,6.73972e-06,3.46092,1,1,0,29.4718,0.000843199
-30.1531,0.974592,0.332123,2,7,0,31.1728,-0.369972
-30.1079,1,0.577535,1,1,0,30.192,-0.362398
-29.5032,0.895529,1.0718,1,3,0,31.0313,0.094764
-29.2391,1,1.45716,1,3,0,29.3896,-0.0659024
-29.2513,0.982349,2.6569,1,1,0,29.2595,-0.0326861
-29.2513,3.28782e-53,4.56212,1,1,0,31.456,-0.0326861
-29.2395,0.999721,0.491739,2,7,0,29.2632,-0.0742671
-29.3317,0.982617,0.890944,1,3,0,29.3834,-0.16392
-29.7697,0.810777,1.52459,1,1,0,29.8087,-0.298012
-29.6717,1,1.61509,2,3,0,29.7981,0.140241
-30.4799,0.0864039,2.85776,1,3,0,31.0606,-0.41989
-30.0877,0.997904,0.427553,3,7,0,30.7356,-0.358959
-30.6517,0.978726,0.753389,2,3,0,30.6519,-0.443469
-29.6051,1,1.25023,1,1,0,30.3403,-0.258992
-29.6737,0.93525,2.17631,1,1,0,29.6738,0.140712
-29.4101,0.333664,3.17158,1,3,0,29.4598,-0.19848
-29.24,1,0.968258,2,3,0,29.3818,-0.058303
-29.24,0.400088,1.66682,1,1,0,29.9345,-0.058303
-29.2706,0.992972,0.616662,2,5,0,29.3736,-0.123891
-29.2874,0.991733,1.03764,2,3,0,29.3496,-0.137225
-29.8202,0.72079,1.72696,1,1,0,29.8835,-0.308734
-29.3733,0.698187,1.45182,2,3,0,30.7639,0.0480953
-29.594,0.802394,1.15692,2,3,0,30.7453,-0.256062
-29.2451,0.726258,1.19465,2,3,0,31.4846,-0.0431492
-29.2571,0.997419,1.02393,1,1,0,29.2571,-0.0252954
-30.2101,0.568449,1.69606,1,1,0,30.2111,-0.379259
-29.973,1,0.993985,1,1,0,30.253,-0.338567
-29.4944,1,1.64513,1,1,0,29.8697,-0.227463
-29.4944,0.00726141,2.704,1,1,0,29.6172,-0.227463
-29.2441,0.962362,0.425276,2,7,0,31.4296,-0.0453552
-29.2438,1,0.641404,1,1,0,29.2444,-0.0458726
-29.2427,0.998856,1.05007,1,3,0,29.2542,-0.0868
-29.2427,0.515895,1.70346,1,1,0,29.7176,-0.0868
-29.2822,0.987822,0.905837,1,3,0,29.3401,-0.00204665
-29.662,0.853069,1.42519,1,1,0,29.6681,0.137875
-29.24,1,1.64238,1,1,0,29.4323,-0.0579373
-29.2455,0.992154,2.63076,1,1,0,29.2512,-0.042266
-29.2455,0.000333657,4.11638,1,1,0,29.3222,-0.042266
-29.2448,1,0.703967,2,3,0,29.2458,-0.0438059
-29.2877,0.988324,1.12342,2,3,0,29.3272,0.00198563
-29.2486,0.988572,1.73751,2,3,0,29.2791,-0.0985984
-29.2486,0.044193,2.67479,1,1,0,29.7094,-0.0985984
-29.2721,0.998075,0.525489,1,3,0,29.2898,-0.1252
-29.4933,0.977872,0.82716,3,7,0,29.5758,0.091681
-29.727,0.97621,1.24014,2,3,0,29.7756,0.153109
-30.2781,0.818077,1.84413,1,3,0,30.308,-0.389983
-30.2781,7.79566e-05,1.95053,1,1,0,35.9016,-0.389983
-29.8835,1,0.365645,2,3,0,30.2673,-0.321506
-29.3221,0.974887,0.571536,1,3,0,30.4596,-0.158822
-29.7503,0.857098,0.843488,1,3,0,30.8244,0.158339
-29.3674,0.932928,0.970151,1,3,0,30.4928,-0.180957
-29.2399,0.998513,1.30339,1,3,0,29.3361,-0.0585426
-29.9512,0.557155,1.99789,1,1,0,30.0318,-0.334501
-29.9512,0.738182,1.2346,1,1,0,30.7186,-0.334501
-30.0124,0.82014,1.10863,2,3,0,31.8922,0.210299
-29.3735,1,1.17665,2,3,0,29.8722,-0.183641
-29.8612,0.839726,1.79382,1,3,0,29.8657,0.181637
-29.8612,0.979003,1.97399,1,3,0,29.9017,0.181637
-29.8612,0.000123713,2.86606,1,1,0,29.9068,0.181637
-29.243,0.997718,0.592432,3,7,0,30.0231,-0.0874832
-29.2807,0.995894,0.894442,2,3,0,29.2865,-0.132198
-29.5217,0.675814,1.34016,2,3,0,30.6229,-0.235785
-29.8235,0.977162,1.06834,2,3,0,29.8406,-0.309408
-30.4912,0.786738,1.53589,2,3,0,30.8725,-0.421481
-30.4912,0.74953,1.52054,1,1,0,31.3917,-0.421481
-30.7265,0.90922,1.40096,1,1,0,31.2115,-0.453297
-29.3415,1,1.756,1,1,0,30.0129,-0.168894
-29.3415,0.000556348,2.61328,1,1,0,29.8853,-0.168894
-29.4574,0.994496,0.576801,2,3,0,29.4676,-0.21543
-29.2512,0.974175,0.85057,1,3,0,29.7483,-0.0329358
-29.7892,0.874963,1.20282,1,3,0,29.8193,0.166769
-29.7892,0.19628,1.40703,1,1,0,32.2275,0.166769
-29.7523,1,0.461167,1,1,0,29.7966,0.15878
-29.3665,1,0.682903,2,5,0,29.7326,-0.180556
-30.8691,0.630408,1.00779,1,3,0,32.313,0.335922
-29.5168,1,0.748489,2,3,0,30.7917,0.098889
-29.4099,1,1.10039,1,1,0,29.5124,0.0629437
-29.4328,0.99593,1.61243,2,3,0,29.4443,-0.206874
-29.7353,0.711385,2.33772,1,1,0,30.1233,-0.290416
-29.5023,1,2.01407,1,3,0,29.541,0.0944748
-29.5023,5.67383e-11,2.92977,1,1,0,30.3076,0.0944748
-29.5954,0.990644,0.699868,1,1,0,29.5987,0.121005
-29.403,1,1.00223,1,1,0,29.5592,0.0602859
-29.2586,0.991671,1.4552,2,3,0,29.3956,-0.0235414
-29.2586,0.497683,2.07553,1,1,0,29.4341,-0.0235414
-29.2723,0.917196,1.22824,2,3,0,29.688,-0.0100731
-29.2502,0.680824,1.53229,2,3,0,29.9749,-0.101079
-29.5609,0.851793,1.2584,2,3,0,29.9982,0.111622
-29.5609,0.0975035,1.39707,1,1,0,33.0262,0.111622
-29.5347,1,0.4146,1,1,0,29.5619,0.104168
-29.2422,0.960572,0.597787,1,3,0,30.4288,-0.0853142
-29.2602,0.993807,0.802675,1,3,0,29.3098,-0.0218012
-29.3309,0.799487,1.13895,2,3,0,30.6065,-0.163528
-29.3309,0.828293,1.15345,1,3,0,29.9821,-0.163528
-29.3309,0.873253,1.22714,1,1,0,29.6328,-0.163528
-29.2396,0.999304,1.40914,1,3,0,29.2973,-0.0604832
-29.2396,3.87201e-05,2.0036,1,1,0,32.9843,-0.0604832
-29.2407,0.999967,0.521154,2,7,0,29.2407,-0.0550759
-29.2518,0.997886,0.742542,3,7,0,29.277,-0.103404
-29.8032,0.897546,1.05158,2,3,0,30.1019,0.169734
-29.2527,0.973664,1.25517,2,3,0,29.9407,-0.10458
-29.8392,0.705381,1.69953,1,1,0,29.8396,0.177189
-29.989,0.935627,1.46795,1,1,0,30.2476,0.206069
-29.3952,1,1.86083,1,3,0,29.5656,-0.192654
-29.3952,0.0384809,2.61992,1,1,0,29.5217,-0.192654
-29.9407,0.974893,0.752542,3,7,0,29.9412,0.197093
-29.4123,0.901258,1.01734,1,3,0,30.7704,-0.199284
-29.4366,0.997533,1.21638,2,3,0,29.4849,-0.208237
-29.7143,0.847605,1.70007,1,1,0,29.8536,-0.285658
-29.2715,1,1.85709,1,1,0,29.4039,-0.01078
-29.5183,0.709818,2.59645,1,1,0,29.7439,0.0993344
-29.6027,0.914596,2.26481,1,1,0,29.6076,-0.258373
-29.3755,0.333675,2.75108,1,3,0,29.3806,0.0490499
-29.6332,0.966916,1.31158,2,3,0,29.6578,0.130765
-29.6332,0.869504,1.73329,1,1,0,29.9877,0.130765
-30.2148,0.631976,1.95695,1,1,0,30.6702,0.244577
-30.2148,0.510049,1.5124,1,1,0,31.3986,0.244577
-30.0818,1,0.964674,2,7,0,30.1907,-0.35795
-29.4154,1,1.33978,1,1,0,29.8575,-0.200463
-29.8904,0.713593,1.8569,1,1,0,30.0934,-0.322861
-30.0905,0.965137,1.63692,2,3,0,30.1861,0.224001
-29.4582,1,2.14228,1,1,0,29.5258,-0.215718
-30.5668,0.0709908,2.95576,1,3,0,31.4542,0.296572
-29.2401,0.94823,0.95682,1,3,0,31.0626,-0.0780469
-29.4282,0.791755,1.21864,2,3,0,30.4165,-0.205214
-29.2397,0.998192,1.21621,1,3,0,29.4021,-0.0596002
-29.2397,0.000896061,1.66957,1,1,0,34.5477,-0.0596002
-29.2575,0.999307,0.492486,2,5,0,29.2628,-0.0247977
-29.2394,0.999962,0.677719,3,7,0,29.2592,-0.0621846
-29.4514,0.952981,0.931781,1,3,0,29.5887,-0.213399
-29.4887,0.989179,1.19019,1,1,0,29.5434,-0.225671
-29.4143,0.921086,1.60404,2,3,0,29.644,0.0646322
-29.4143,0.291075,1.94616,1,1,0,30.1942,0.0646322
-29.3853,1,0.909021,1,1,0,29.426,0.05319
-29.7991,0.876592,1.24295,1,1,0,29.8087,0.168881
-29.3403,1,1.40897,1,1,0,29.6317,0.0328773
-29.3403,0.298409,1.9207,1,1,0,29.7643,0.0328773
-29.2809,0.933652,0.914748,2,3,0,29.958,-0.00306166
-29.3463,0.780735,1.12878,2,3,0,30.8287,-0.171238
-29.2942,1,1.10808,2,3,0,29.3384,-0.141983
-29.3034,0.998572,1.5062,2,3,0,29.3121,0.0124908
-29.3034,0.0541411,2.03957,1,1,0,30.1275,0.0124908
-31.2685,0.738505,0.684041,1,3,0,33.3514,0.382663
-30.7048,0.97778,0.63194,2,5,0,32.0997,-0.450471
-29.3314,0.832118,0.829836,1,3,0,32.9264,0.0283659
-29.4156,0.985643,0.879112,2,3,0,29.5097,0.0651011
-29.2412,0.990532,1.16496,2,3,0,29.4723,-0.0531756
-29.3534,0.945782,1.55242,1,1,0,29.3544,0.0392049
-29.3534,0.646746,1.93559,1,1,0,29.4861,0.0392049
-29.4102,0.971859,1.56301,1,1,0,29.4679,0.0630526
-29.4102,0.463721,2.02116,1,1,0,29.9307,0.0630526
-29.7486,0.964453,1.2549,2,3,0,29.7691,0.15796
-31.7336,0.349062,1.60426,1,1,0,32.0424,0.431608
-29.3011,1,0.847594,2,3,0,31.4325,0.0110274
-29.372,0.958338,1.13973,2,3,0,29.597,0.0475528
-29.2412,1,1.44193,1,3,0,29.316,-0.0531401
-30.1736,0.487723,1.93332,1,1,0,30.2784,0.237904
-29.8161,1,1.25096,1,1,0,30.1927,0.172448
-29.8161,0.386104,1.67534,1,1,0,30.9365,0.172448
-29.2426,0.876342,0.941446,2,3,0,31.0735,-0.0864211
-30.761,0.81757,1.05841,2,3,0,30.9581,0.322306
-29.4344,0.99916,1.09493,1,3,0,30.467,0.0720088
-29.4344,0.654332,1.46079,1,1,0,30.0303,0.0720088
-29.4861,0.984725,1.20156,1,1,0,29.5348,0.0894313
-29.4861,0.135947,1.56847,1,1,0,31.5637,0.0894313
-29.476,1,0.627551,1,1,0,29.5006,0.0861702
-29.4371,1,0.836937,1,1,0,29.4873,0.0729589
-29.5964,0.960041,1.11462,1,1,0,29.6193,0.121263
-29.5797,1,1.40275,1,1,0,29.7262,0.116804
-29.5797,0.0745414,1.86326,1,1,0,30.6395,0.116804
-29.2489,0.988118,0.692266,3,7,0,29.9918,-0.0990571
-29.25,0.995366,0.90492,1,3,0,29.292,-0.0346638
-29.6425,0.895594,1.19317,1,3,0,29.7574,-0.268535
-29.421,0.875784,1.37106,2,3,0,30.2522,-0.202562
-29.8313,0.819946,1.5325,1,1,0,29.9146,-0.311006
-29.5442,1,1.58692,1,1,0,29.8452,-0.242356
-29.2825,1,2.09736,1,1,0,29.323,-0.001848
-29.2825,0.268669,2.76841,1,1,0,29.3199,-0.001848
-29.7426,0.907124,1.35981,2,3,0,29.7436,0.156615
-29.3343,1,1.58335,2,3,0,29.5595,0.0298645
-30.9262,0.239585,2.08723,1,1,0,31.0723,-0.478367
-29.2392,1,0.991341,2,3,0,30.7015,-0.063634
-31.7099,0.524969,1.30654,1,3,0,31.8559,0.42923
-31,1,0.912211,2,3,0,31.7143,0.351809
-29.6956,1,1.20095,2,3,0,30.6712,-0.281324
-29.6956,0.329846,1.57914,1,1,0,30.9976,-0.281324
-29.7572,0.990802,0.852811,1,1,0,29.8063,-0.295296
-29.2475,0.988516,1.10727,1,3,0,29.827,-0.0387447
-29.455,0.947379,1.43166,2,3,0,29.4553,0.0792055
-29.507,0.967719,1.75146,1,1,0,29.65,0.0959153
-29.507,0.00460611,2.19881,1,1,0,30.3822,0.0959153
-29.6385,0.98366,0.779617,1,1,0,29.6424,0.132097
-29.2391,1,1.00011,2,3,0,29.5895,-0.0678529
-29.3707,0.923984,1.30922,2,3,0,29.5561,-0.182412
-29.2401,1,1.55041,2,3,0,29.3064,-0.0777633
-29.2401,0.608088,2.02535,1,1,0,29.4246,-0.0777633
-29.2401,0.450076,1.58911,1,1,0,29.9794,-0.0777633
-29.2981,0.883244,1.0171,2,3,0,30.1286,-0.144535
-29.2538,0.8976,1.14161,2,3,0,29.9418,-0.0293499
-29.2421,1,1.30466,2,3,0,29.25,-0.0502265
-29.4359,0.891023,1.70009,1,1,0,29.4441,0.0725432
-29.434,1,1.92386,1,3,0,29.4487,-0.207285
-29.434,0.0653694,2.50215,1,1,0,30.3867,-0.207285
-29.7495,0.934654,0.983444,2,3,0,30.1035,-0.293584
-31.1165,0.886404,1.17701,2,3,0,31.1305,-0.500908
-29.6867,1,1.32369,1,1,0,30.6578,-0.279228
-29.5303,1,1.71914,2,3,0,29.6008,0.102882
-32.5738,0.0441895,2.23033,1,1,0,34.0459,0.509614
-32.0835,1,0.861607,1,1,0,32.7858,0.465484
-29.4461,1,1.11816,2,3,0,31.6028,-0.211564
-29.5364,0.961672,1.44958,1,1,0,29.6206,-0.240097
-29.5364,0.107871,1.78886,1,1,0,31.1938,-0.240097
-29.4726,1,0.754565,3,7,0,29.5381,-0.220485
-29.2561,1,0.977432,2,7,0,29.43,-0.0265115
-29.3396,0.987105,1.26482,2,3,0,29.34,0.0325433
-29.4778,0.592427,1.60893,2,3,0,30.2144,-0.222196
-29.5029,0.99196,1.25016,1,1,0,29.5755,-0.230103
-29.4901,1,1.59842,2,3,0,29.5002,0.0906716
-29.4901,0.422614,2.06221,1,1,0,30.1216,0.0906716
-30.0063,0.835613,1.29948,1,1,0,30.0458,0.209195
-29.6411,0.756469,1.36723,2,3,0,31.3559,0.132748
-29.5864,1,1.30432,1,1,0,29.7359,0.118598
-29.7099,0.848366,1.68009,2,3,0,29.9213,0.149223
-29.4729,1,1.79416,2,3,0,29.5555,-0.220589
-29.4729,0.60821,2.3074,1,1,0,29.4873,-0.220589
-29.4729,0.00464491,1.83432,1,1,0,31.9836,-0.220589
-29.4489,0.974819,0.697592,2,3,0,29.8781,-0.212527
-29.4566,0.999828,0.870263,3,7,0,29.4706,-0.215175
-30.0856,0.85037,1.11833,1,1,0,30.086,-0.358604
-31.7085,0.619297,1.19712,1,1,0,31.7733,-0.564529
-29.3037,0.880463,0.967742,2,3,0,33.1707,0.0126641
-29.4544,0.937775,1.07438,1,3,0,29.7146,-0.214417
-29.4544,0.881056,1.27789,1,1,0,29.7377,-0.214417
-29.2404,0.998406,1.41843,1,3,0,29.3737,-0.0563441
-29.2404,0.055981,1.81291,1,1,0,30.7933,-0.0563441
-29.9219,0.865385,0.745029,1,3,0,30.9129,-0.328959
-29.3032,0.997975,0.811851,3,7,0,29.9839,-0.147791
-29.3204,0.9962,1.03673,1,1,0,29.3305,-0.157884
-29.5531,0.919881,1.31991,1,1,0,29.5643,-0.244875
-29.5714,0.997061,1.5327,2,3,0,29.5994,0.11453
-29.777,0.95038,1.95028,1,3,0,29.7853,-0.299604
-29.777,3.85041e-05,2.3455,1,1,0,30.8004,-0.299604
-30.0866,0.948405,0.911449,1,1,0,30.1105,-0.358761
-29.7671,1,1.09432,1,1,0,30.0764,-0.297448
-30.5624,0.834952,1.39572,2,3,0,31.0091,0.295974
-29.6474,0.528076,1.46341,2,3,0,32.5162,-0.269743
-30.431,0.831779,1.06812,1,1,0,30.4349,-0.412877
-29.3264,1,1.11606,1,3,0,30.2018,-0.161138
-29.2646,1,1.42094,1,1,0,29.3079,-0.118204
-29.5572,0.821219,1.80759,1,1,0,29.5576,0.11059
-29.5572,0.0992855,1.86332,1,1,0,30.4977,0.11059
-29.8461,0.960245,0.82546,1,1,0,29.8462,0.178608
-30.0039,0.967888,1.00211,1,1,0,30.0897,0.208767
-29.9547,1,1.22662,2,3,0,30.2014,0.199738
-29.3284,0.99993,1.55751,2,3,0,29.6867,0.0267504
-29.3284,0.0383711,1.9759,1,1,0,30.3961,0.0267504
-29.3942,0.990898,0.821127,1,1,0,29.3945,0.0567953
-29.6471,0.867876,1.03113,2,3,0,30.5179,-0.26966
-30.2641,0.852043,1.12233,1,1,0,30.2863,-0.387792
-30.2641,0.653098,1.19914,1,1,0,31.3934,-0.387792
-29.6951,1,1.01853,1,1,0,30.1532,-0.281211
-29.3164,1,1.29001,2,3,0,29.5684,-0.15566
-29.4809,0.913638,1.63256,1,1,0,29.5295,-0.223197
-29.4809,0.901014,1.86986,1,3,0,29.5827,-0.223197
-29.4809,0.0247597,2.10998,1,1,0,31.1543,-0.223197
-29.8983,0.961951,0.874429,3,7,0,30.0004,-0.324413
-29.6598,1,1.05862,1,1,0,29.8917,-0.272782
-30.2429,0.931756,1.33754,2,3,0,30.3562,0.249033
-29.7289,0.997143,1.56256,2,3,0,30.232,0.153551
-29.4776,1,1.9651,1,3,0,29.5307,-0.222124
-30.0857,0.463457,2.47751,1,1,0,30.796,-0.358618
-29.9499,1,1.70069,2,3,0,30.0713,-0.334273
-29.9499,0.000248296,2.14303,1,1,0,31.3808,-0.334273
-30.645,0.965491,0.873619,2,3,0,30.6464,-0.442576
-30.7426,0.977688,1.0592,1,1,0,31.0423,-0.455373
-29.3112,1,1.30114,1,3,0,30.2508,-0.152618
-32.0207,0.422182,1.6378,2,3,0,32.1099,-0.594997
-29.7338,0.99739,1.07792,1,3,0,31.502,-0.290094
-30.7846,0.813369,1.35226,2,3,0,31.1971,0.325317
-29.3231,1,1.38013,1,1,0,30.2114,0.0239358
-30.0935,0.632668,1.73453,2,3,0,30.1991,0.224524
-29.2661,1,1.44682,1,1,0,29.7375,-0.0157269
-29.2436,1,1.81689,1,3,0,29.2508,-0.0890347
-29.2436,0.0651876,2.28,1,1,0,29.7837,-0.0890347
-29.2797,0.98808,1.01406,1,3,0,29.3195,-0.00396172
-29.8224,0.883231,1.25607,2,3,0,30.0433,-0.309174
-30.317,0.822508,1.38466,1,1,0,30.5055,-0.395959
-30.7062,0.849344,1.42702,1,1,0,31.1301,-0.450658
-30.3076,1,1.51467,1,1,0,31.0129,-0.394514
-30.3076,0.782855,1.89725,1,3,0,30.6266,-0.394514
-29.5347,1,1.87075,1,3,0,29.7529,0.104169
-29.5347,0.677791,2.3409,1,1,0,30.0223,0.104169
-29.3658,1,2.05666,1,1,0,29.5531,0.0448233
-29.3658,0.11114,2.57141,1,1,0,30.0513,0.0448233
-29.9303,0.841766,1.21694,1,1,0,29.9312,0.195136
-29.7944,1,1.2805,1,1,0,30.0517,0.167869
-29.2466,1,1.60048,1,1,0,29.5131,-0.0402165
-31.5719,0.147407,1.9991,1,1,0,31.8183,-0.55059
-30.3418,1,0.988789,2,3,0,31.3478,-0.399715
-29.9894,1,1.2351,1,1,0,30.4114,-0.341566
-29.2579,1,1.54176,1,1,0,29.6384,-0.111121
-29.2579,0.546522,1.9233,1,1,0,29.5684,-0.111121
-30.3013,0.628565,1.46964,1,1,0,30.3017,-0.393563
-29.8193,1,1.22777,2,3,0,30.2626,-0.308531
-29.3319,1,1.5306,2,3,0,29.6242,-0.164048
-29.3319,0.102145,1.9069,1,1,0,30.5663,-0.164048
-29.2931,1,0.905827,1,1,0,29.3268,-0.141223
-29.3264,0.93679,1.12865,2,3,0,29.7144,0.0257212
-29.7427,0.862468,1.31346,1,1,0,29.7484,0.156642
-29.2697,1,1.41122,1,1,0,29.55,-0.0123732
-29.2395,1,1.75555,1,1,0,29.2508,-0.0740416
-29.2395,0.130433,2.18254,1,1,0,29.7825,-0.0740416
-29.4657,0.947509,1.07499,1,3,0,29.521,-0.218238
-29.5634,0.968353,1.26404,1,1,0,29.6236,-0.247775
-29.5634,0.666095,1.51886,1,1,0,30.152,-0.247775
-29.3253,1,1.32422,2,3,0,29.4901,-0.160552
-31.2804,0.336492,1.64438,1,1,0,31.374,-0.519414
-29.2622,1,1.01231,2,3,0,30.9468,-0.0196786
-30.1871,0.77067,1.25675,2,3,0,30.7249,-0.37555
-29.2439,1,1.22456,1,3,0,29.9698,-0.0896797
-31.6064,0.539672,1.51893,2,3,0,31.6535,-0.554146
-29.436,1,1.16083,1,3,0,31.0559,-0.208025
-29.2482,0.757285,1.4391,2,3,0,30.0931,-0.0374362
-29.3827,0.948409,1.38261,1,1,0,29.3829,0.0521134
-29.3827,0.0903766,1.62261,1,1,0,31.5552,0.0521134
-29.4576,0.990746,0.77647,1,1,0,29.4591,0.0800687
-29.2392,0.992857,0.952732,1,3,0,29.5218,-0.0638136
-29.26,0.994746,1.17092,2,3,0,29.2722,-0.0219816
-29.3955,0.821487,1.4411,2,3,0,29.7809,-0.192741
-29.3955,0.694934,1.4805,1,1,0,29.8874,-0.192741
-29.2543,1,1.33364,1,1,0,29.3439,-0.106741
-29.5393,0.887249,1.64863,2,3,0,29.5553,-0.240948
-29.5393,0.10059,1.81245,1,1,0,30.6425,-0.240948
-29.3138,0.999923,0.883314,3,7,0,29.5215,-0.154161
-29.2999,0.925695,1.0915,2,3,0,29.8491,0.0102527
-29.4282,0.959633,1.24868,1,1,0,29.4346,0.0697587
-29.2481,1,1.47875,1,1,0,29.3486,-0.0375994
-29.8071,0.681536,1.82461,1,1,0,29.8196,-0.305996
-29.8071,0.633874,1.62243,1,1,0,30.5282,-0.305996
-29.8071,0.285463,1.37425,1,1,0,31.842,-0.305996
-29.5941,1,0.815018,1,1,0,29.7823,-0.256105
-29.3628,1,1.00529,1,1,0,29.546,-0.178907
-29.615,0.974111,1.2393,2,3,0,29.6285,0.126115
-31.0302,0.524746,1.48713,1,1,0,31.1643,0.355394
-30.3307,1,1.1284,1,1,0,31.0059,0.262603
